order_item_id,order_id,product_id,quantity,unit_price,total_price
OI_6219,OR_6219,P_2219,9,27.17,244.53
OI_6220,OR_6220,P_3958,1,35.93,35.93
OI_6221,OR_6221,P_2826,1,94.2,94.2
OI_6222,OR_6222,P_5123,4,11.83,47.32
OI_6223,OR_6223,P_9230,9,48.73,438.57
OI_6224,OR_6224,P_392,9,17.86,160.74
OI_6225,OR_6225,P_2470,6,11.73,70.38
OI_6226,OR_6226,P_8075,10,56.65,566.5
OI_6227,OR_6227,P_2753,4,12.47,49.88
OI_6228,OR_6228,P_8937,9,21.53,193.77
OI_6229,OR_6229,P_4167,2,35.59,71.18
OI_6230,OR_6230,P_4895,10,44.69,446.9
OI_6231,OR_6231,P_3885,10,86.17,861.7
OI_6232,OR_6232,P_2588,8,85.42,683.36
OI_6233,OR_6233,P_7455,9,77.68,699.12
OI_6234,OR_6234,P_137,3,58.67,176.01
OI_6235,OR_6235,P_6392,6,48.62,291.72
OI_6236,OR_6236,P_3727,6,60.89,365.34
OI_6237,OR_6237,P_9312,9,94.59,851.31
OI_6238,OR_6238,P_1487,10,93.36,933.6
OI_6239,OR_6239,P_5877,3,98.0,294.0
OI_6240,OR_6240,P_3927,5,16.21,81.05
OI_6241,OR_6241,P_4257,10,74.18,741.8
OI_6242,OR_6242,P_9650,10,53.07,530.7
OI_6243,OR_6243,P_7424,1,54.32,54.32
OI_6244,OR_6244,P_3980,7,51.55,360.85
OI_6245,OR_6245,P_7767,10,24.16,241.6
OI_6246,OR_6246,P_9287,10,62.37,623.7
OI_6247,OR_6247,P_6957,9,86.25,776.25
OI_6248,OR_6248,P_9191,6,74.51,447.06
OI_6249,OR_6249,P_2163,5,93.53,467.65
OI_6250,OR_6250,P_1570,2,29.02,58.04
OI_6251,OR_6251,P_4950,6,78.32,469.92
OI_6252,OR_6252,P_7490,1,67.47,67.47
OI_6253,OR_6253,P_4923,6,27.32,163.92
OI_6254,OR_6254,P_2661,9,52.48,472.32
OI_6255,OR_6255,P_3319,2,12.3,24.6
OI_6256,OR_6256,P_4971,3,55.93,167.79
OI_6257,OR_6257,P_6313,2,78.95,157.9
OI_6258,OR_6258,P_9051,5,23.11,115.55
OI_6259,OR_6259,P_798,1,55.47,55.47
OI_6260,OR_6260,P_8569,4,20.79,83.16
OI_6261,OR_6261,P_7227,9,71.38,642.42
OI_6262,OR_6262,P_5198,5,34.67,173.35
OI_6263,OR_6263,P_3218,2,91.76,183.52
OI_6264,OR_6264,P_9650,8,65.78,526.24
OI_6265,OR_6265,P_38,7,55.65,389.55
OI_6266,OR_6266,P_1981,1,36.0,36.0
OI_6267,OR_6267,P_4336,4,41.26,165.04
OI_6268,OR_6268,P_9329,5,55.35,276.75
OI_6269,OR_6269,P_3344,2,73.97,147.94
OI_6270,OR_6270,P_2336,9,24.49,220.41
OI_6271,OR_6271,P_9559,7,33.11,231.77
OI_6272,OR_6272,P_9177,6,99.94,599.64
OI_6273,OR_6273,P_5944,5,46.48,232.4
OI_6274,OR_6274,P_868,6,42.53,255.18
OI_6275,OR_6275,P_4802,5,52.19,260.95
OI_6276,OR_6276,P_4767,6,72.01,432.06
OI_6277,OR_6277,P_9522,7,88.97,622.79
OI_6278,OR_6278,P_8879,8,47.83,382.64
OI_6279,OR_6279,P_275,3,92.7,278.1
OI_6280,OR_6280,P_7881,4,79.27,317.08
OI_6281,OR_6281,P_6290,2,56.0,112.0
OI_6282,OR_6282,P_8975,6,24.88,149.28
OI_6283,OR_6283,P_8508,6,48.77,292.62
OI_6284,OR_6284,P_2889,2,62.71,125.42
OI_6285,OR_6285,P_7824,3,75.56,226.68
OI_6286,OR_6286,P_393,8,80.51,644.08
OI_6287,OR_6287,P_8527,10,80.61,806.1
OI_6288,OR_6288,P_4855,5,49.01,245.05
OI_6289,OR_6289,P_9454,2,73.62,147.24
OI_6290,OR_6290,P_1090,8,66.67,533.36
OI_6291,OR_6291,P_8268,10,21.27,212.7
OI_6292,OR_6292,P_5365,4,68.02,272.08
OI_6293,OR_6293,P_2373,7,66.16,463.12
OI_6294,OR_6294,P_149,10,46.56,465.6
OI_6295,OR_6295,P_325,5,47.18,235.9
OI_6296,OR_6296,P_1167,1,79.75,79.75
OI_6297,OR_6297,P_1151,5,35.72,178.6
OI_6298,OR_6298,P_2985,5,67.6,338.0
OI_6299,OR_6299,P_1444,4,49.73,198.92
OI_6300,OR_6300,P_5725,8,63.13,505.04
OI_6301,OR_6301,P_7845,3,67.57,202.71
OI_6302,OR_6302,P_5099,7,17.89,125.23
OI_6303,OR_6303,P_6726,5,93.33,466.65
OI_6304,OR_6304,P_7378,1,16.11,16.11
OI_6305,OR_6305,P_773,1,61.46,61.46
OI_6306,OR_6306,P_3426,2,39.98,79.96
OI_6307,OR_6307,P_8281,2,39.15,78.3
OI_6308,OR_6308,P_5107,3,22.17,66.51
OI_6309,OR_6309,P_9088,4,10.9,43.6
OI_6310,OR_6310,P_5010,5,72.24,361.2
OI_6311,OR_6311,P_8398,5,14.33,71.65
OI_6312,OR_6312,P_1622,1,83.72,83.72
OI_6313,OR_6313,P_4491,6,34.01,204.06
OI_6314,OR_6314,P_1309,3,15.97,47.91
OI_6315,OR_6315,P_1536,7,56.01,392.07
OI_6316,OR_6316,P_9681,8,37.86,302.88
OI_6317,OR_6317,P_7424,8,54.93,439.44
OI_6318,OR_6318,P_885,5,20.73,103.65
OI_6319,OR_6319,P_8470,4,56.84,227.36
OI_6320,OR_6320,P_573,6,49.43,296.58
OI_6321,OR_6321,P_4672,2,41.05,82.1
OI_6322,OR_6322,P_2871,2,23.16,46.32
OI_6323,OR_6323,P_2162,4,55.5,222.0
OI_6324,OR_6324,P_7739,10,65.94,659.4
OI_6325,OR_6325,P_2542,1,13.56,13.56
OI_6326,OR_6326,P_9044,5,43.74,218.7
OI_6327,OR_6327,P_5616,5,25.7,128.5
OI_6328,OR_6328,P_2366,8,96.01,768.08
OI_6329,OR_6329,P_174,9,76.2,685.8
OI_6330,OR_6330,P_142,10,30.44,304.4
OI_6331,OR_6331,P_6186,7,43.53,304.71
OI_6332,OR_6332,P_1255,9,30.69,276.21
OI_6333,OR_6333,P_673,5,14.41,72.05
OI_6334,OR_6334,P_9756,9,17.0,153.0
OI_6335,OR_6335,P_896,2,49.62,99.24
OI_6336,OR_6336,P_6419,10,88.12,881.2
OI_6337,OR_6337,P_1573,1,27.06,27.06
OI_6338,OR_6338,P_132,9,32.61,293.49
OI_6339,OR_6339,P_1240,1,47.93,47.93
OI_6340,OR_6340,P_6648,1,79.35,79.35
OI_6341,OR_6341,P_5206,10,74.42,744.2
OI_6342,OR_6342,P_2185,4,80.58,322.32
OI_6343,OR_6343,P_5607,10,73.97,739.7
OI_6344,OR_6344,P_202,4,16.73,66.92
OI_6345,OR_6345,P_5917,5,72.1,360.5
OI_6346,OR_6346,P_7759,5,54.07,270.35
OI_6347,OR_6347,P_9451,7,48.58,340.06
OI_6348,OR_6348,P_5877,8,24.24,193.92
OI_6349,OR_6349,P_3473,8,99.63,797.04
OI_6350,OR_6350,P_9994,4,57.17,228.68
OI_6351,OR_6351,P_5588,1,37.44,37.44
OI_6352,OR_6352,P_3988,7,62.3,436.1
OI_6353,OR_6353,P_2029,4,39.99,159.96
OI_6354,OR_6354,P_8278,1,39.53,39.53
OI_6355,OR_6355,P_1727,5,39.64,198.2
OI_6356,OR_6356,P_7719,4,63.84,255.36
OI_6357,OR_6357,P_8368,8,38.49,307.92
OI_6358,OR_6358,P_8952,10,59.74,597.4
OI_6359,OR_6359,P_4749,7,62.59,438.13
OI_6360,OR_6360,P_8938,8,61.41,491.28
OI_6361,OR_6361,P_452,4,93.48,373.92
OI_6362,OR_6362,P_7990,10,42.8,428.0
OI_6363,OR_6363,P_9972,6,95.58,573.48
OI_6364,OR_6364,P_9382,6,25.38,152.28
OI_6365,OR_6365,P_2592,1,19.3,19.3
OI_6366,OR_6366,P_4105,9,12.55,112.95
OI_6367,OR_6367,P_6915,5,37.91,189.55
OI_6368,OR_6368,P_2644,3,94.47,283.41
OI_6369,OR_6369,P_4075,7,90.64,634.48
OI_6370,OR_6370,P_591,7,36.54,255.78
OI_6371,OR_6371,P_8092,5,74.63,373.15
OI_6372,OR_6372,P_3734,5,66.32,331.6
OI_6373,OR_6373,P_8920,8,91.23,729.84
OI_6374,OR_6374,P_3027,3,34.35,103.05
OI_6375,OR_6375,P_3533,6,94.8,568.8
OI_6376,OR_6376,P_716,6,86.1,516.6
OI_6377,OR_6377,P_3450,5,23.07,115.35
OI_6378,OR_6378,P_9929,6,66.07,396.42
OI_6379,OR_6379,P_7313,8,44.38,355.04
OI_6380,OR_6380,P_216,1,31.53,31.53
OI_6381,OR_6381,P_9666,10,36.06,360.6
OI_6382,OR_6382,P_5433,2,40.45,80.9
OI_6383,OR_6383,P_1395,10,22.69,226.9
OI_6384,OR_6384,P_1998,7,64.3,450.1
OI_6385,OR_6385,P_7360,3,38.18,114.54
OI_6386,OR_6386,P_7346,9,56.33,506.97
OI_6387,OR_6387,P_358,3,19.63,58.89
OI_6388,OR_6388,P_7776,9,71.1,639.9
OI_6389,OR_6389,P_9363,10,40.89,408.9
OI_6390,OR_6390,P_8650,7,97.26,680.82
OI_6391,OR_6391,P_8548,9,34.03,306.27
OI_6392,OR_6392,P_4410,5,82.37,411.85
OI_6393,OR_6393,P_1891,1,11.74,11.74
OI_6394,OR_6394,P_6518,5,40.97,204.85
OI_6395,OR_6395,P_3439,7,59.84,418.88
OI_6396,OR_6396,P_5751,6,25.69,154.14
OI_6397,OR_6397,P_3654,5,21.65,108.25
OI_6398,OR_6398,P_6416,9,52.37,471.33
OI_6399,OR_6399,P_8952,4,79.38,317.52
OI_6400,OR_6400,P_9785,8,50.72,405.76
OI_6401,OR_6401,P_8604,1,57.8,57.8
OI_6402,OR_6402,P_975,1,73.97,73.97
OI_6403,OR_6403,P_5771,5,99.68,498.4
OI_6404,OR_6404,P_6931,7,99.69,697.83
OI_6405,OR_6405,P_8904,8,68.34,546.72
OI_6406,OR_6406,P_7773,10,96.62,966.2
OI_6407,OR_6407,P_9010,1,51.34,51.34
OI_6408,OR_6408,P_2333,3,61.2,183.6
OI_6409,OR_6409,P_21,8,51.72,413.76
OI_6410,OR_6410,P_1672,7,69.14,483.98
OI_6411,OR_6411,P_9947,8,45.37,362.96
OI_6412,OR_6412,P_8441,2,79.35,158.7
OI_6413,OR_6413,P_265,7,93.91,657.37
OI_6414,OR_6414,P_2005,10,19.68,196.8
OI_6415,OR_6415,P_7943,1,50.61,50.61
OI_6416,OR_6416,P_9884,5,47.87,239.35
OI_6417,OR_6417,P_2383,6,83.35,500.1
OI_6418,OR_6418,P_7681,8,21.76,174.08
OI_6419,OR_6419,P_3390,2,30.01,60.02
OI_6420,OR_6420,P_1505,6,68.56,411.36
OI_6421,OR_6421,P_7266,10,72.27,722.7
OI_6422,OR_6422,P_769,4,76.14,304.56
OI_6423,OR_6423,P_978,7,82.16,575.12
OI_6424,OR_6424,P_7446,1,55.51,55.51
OI_6425,OR_6425,P_730,7,87.33,611.31
OI_6426,OR_6426,P_3978,5,64.28,321.4
OI_6427,OR_6427,P_880,5,68.83,344.15
OI_6428,OR_6428,P_1299,6,14.84,89.04
OI_6429,OR_6429,P_3184,3,22.78,68.34
OI_6430,OR_6430,P_6294,1,99.47,99.47
OI_6431,OR_6431,P_3417,4,24.81,99.24
OI_6432,OR_6432,P_7135,3,39.0,117.0
OI_6433,OR_6433,P_5553,3,53.61,160.83
OI_6434,OR_6434,P_4718,3,59.54,178.62
OI_6435,OR_6435,P_4145,3,32.81,98.43
OI_6436,OR_6436,P_5954,3,85.49,256.47
OI_6437,OR_6437,P_7111,1,92.49,92.49
OI_6438,OR_6438,P_2487,2,74.67,149.34
OI_6439,OR_6439,P_7137,7,10.93,76.51
OI_6440,OR_6440,P_4952,5,90.42,452.1
OI_6441,OR_6441,P_4880,6,19.32,115.92
OI_6442,OR_6442,P_8859,2,86.26,172.52
OI_6443,OR_6443,P_3569,3,35.94,107.82
OI_6444,OR_6444,P_1483,7,27.2,190.4
OI_6445,OR_6445,P_9592,5,68.83,344.15
OI_6446,OR_6446,P_8660,7,53.39,373.73
OI_6447,OR_6447,P_7122,5,89.97,449.85
OI_6448,OR_6448,P_2596,2,11.46,22.92
OI_6449,OR_6449,P_1582,9,23.64,212.76
OI_6450,OR_6450,P_319,1,49.69,49.69
OI_6451,OR_6451,P_3773,3,23.07,69.21
OI_6452,OR_6452,P_7097,1,39.83,39.83
OI_6453,OR_6453,P_6483,8,35.4,283.2
OI_6454,OR_6454,P_227,2,21.52,43.04
OI_6455,OR_6455,P_5682,8,48.5,388.0
OI_6456,OR_6456,P_9429,5,54.99,274.95
OI_6457,OR_6457,P_9982,8,15.79,126.32
OI_6458,OR_6458,P_6504,9,28.18,253.62
OI_6459,OR_6459,P_2759,8,80.18,641.44
OI_6460,OR_6460,P_7304,9,35.84,322.56
OI_6461,OR_6461,P_4515,1,33.87,33.87
OI_6462,OR_6462,P_7535,4,54.81,219.24
OI_6463,OR_6463,P_9641,8,76.74,613.92
OI_6464,OR_6464,P_4039,1,21.19,21.19
OI_6465,OR_6465,P_645,1,17.54,17.54
OI_6466,OR_6466,P_8761,8,88.72,709.76
OI_6467,OR_6467,P_5182,5,44.04,220.2
OI_6468,OR_6468,P_7549,3,33.93,101.79
OI_6469,OR_6469,P_4059,1,25.34,25.34
OI_6470,OR_6470,P_1607,2,28.38,56.76
OI_6471,OR_6471,P_788,2,96.45,192.9
OI_6472,OR_6472,P_6479,6,48.12,288.72
OI_6473,OR_6473,P_9380,1,96.81,96.81
OI_6474,OR_6474,P_9832,8,68.1,544.8
OI_6475,OR_6475,P_9759,2,30.6,61.2
OI_6476,OR_6476,P_8096,4,34.85,139.4
OI_6477,OR_6477,P_9448,1,85.94,85.94
OI_6478,OR_6478,P_6186,10,27.21,272.1
OI_6479,OR_6479,P_3977,4,83.36,333.44
OI_6480,OR_6480,P_2026,10,93.8,938.0
OI_6481,OR_6481,P_1133,10,47.24,472.4
OI_6482,OR_6482,P_8118,7,48.99,342.93
OI_6483,OR_6483,P_18,1,42.88,42.88
OI_6484,OR_6484,P_5514,6,76.49,458.94
OI_6485,OR_6485,P_747,8,86.05,688.4
OI_6486,OR_6486,P_3457,10,52.1,521.0
OI_6487,OR_6487,P_1004,2,41.12,82.24
OI_6488,OR_6488,P_6767,6,72.88,437.28
OI_6489,OR_6489,P_2368,3,82.82,248.46
OI_6490,OR_6490,P_5126,2,63.55,127.1
OI_6491,OR_6491,P_2225,10,92.93,929.3
OI_6492,OR_6492,P_8331,3,86.13,258.39
OI_6493,OR_6493,P_9930,5,96.39,481.95
OI_6494,OR_6494,P_1303,4,64.97,259.88
OI_6495,OR_6495,P_4439,1,20.37,20.37
OI_6496,OR_6496,P_1485,1,34.46,34.46
OI_6497,OR_6497,P_1074,6,10.26,61.56
OI_6498,OR_6498,P_7732,2,83.51,167.02
OI_6499,OR_6499,P_1181,5,88.69,443.45
OI_6500,OR_6500,P_7335,3,37.71,113.13
OI_6501,OR_6501,P_3319,7,79.53,556.71
OI_6502,OR_6502,P_7281,7,56.1,392.7
OI_6503,OR_6503,P_75,4,49.22,196.88
OI_6504,OR_6504,P_2007,5,31.0,155.0
OI_6505,OR_6505,P_6962,8,26.36,210.88
OI_6506,OR_6506,P_8493,6,68.07,408.42
OI_6507,OR_6507,P_5154,10,80.47,804.7
OI_6508,OR_6508,P_1532,9,79.57,716.13
OI_6509,OR_6509,P_49,6,49.27,295.62
OI_6510,OR_6510,P_8490,8,67.44,539.52
OI_6511,OR_6511,P_973,8,21.32,170.56
OI_6512,OR_6512,P_5334,7,20.41,142.87
OI_6513,OR_6513,P_4840,2,34.51,69.02
OI_6514,OR_6514,P_7687,8,70.98,567.84
OI_6515,OR_6515,P_7543,10,24.84,248.4
OI_6516,OR_6516,P_5257,5,73.12,365.6
OI_6517,OR_6517,P_8376,3,95.13,285.39
OI_6518,OR_6518,P_8899,2,38.11,76.22
OI_6519,OR_6519,P_7589,4,78.31,313.24
OI_6520,OR_6520,P_5005,1,50.9,50.9
OI_6521,OR_6521,P_8931,9,73.41,660.69
OI_6522,OR_6522,P_7593,6,86.82,520.92
OI_6523,OR_6523,P_229,7,42.37,296.59
OI_6524,OR_6524,P_6549,6,12.14,72.84
OI_6525,OR_6525,P_7296,6,67.9,407.4
OI_6526,OR_6526,P_3904,7,23.63,165.41
OI_6527,OR_6527,P_8377,4,77.43,309.72
OI_6528,OR_6528,P_955,3,59.29,177.87
OI_6529,OR_6529,P_3552,3,46.34,139.02
OI_6530,OR_6530,P_746,6,10.36,62.16
OI_6531,OR_6531,P_3772,2,13.1,26.2
OI_6532,OR_6532,P_6725,3,32.93,98.79
OI_6533,OR_6533,P_3768,2,54.39,108.78
OI_6534,OR_6534,P_3462,2,56.7,113.4
OI_6535,OR_6535,P_8853,2,95.01,190.02
OI_6536,OR_6536,P_9529,1,83.99,83.99
OI_6537,OR_6537,P_1390,8,94.89,759.12
OI_6538,OR_6538,P_4056,10,17.85,178.5
OI_6539,OR_6539,P_1622,8,98.52,788.16
OI_6540,OR_6540,P_1743,5,89.2,446.0
OI_6541,OR_6541,P_6699,3,96.53,289.59
OI_6542,OR_6542,P_6871,2,87.28,174.56
OI_6543,OR_6543,P_4214,3,25.23,75.69
OI_6544,OR_6544,P_7894,4,93.87,375.48
OI_6545,OR_6545,P_281,4,97.11,388.44
OI_6546,OR_6546,P_7296,4,58.69,234.76
OI_6547,OR_6547,P_5677,1,11.67,11.67
OI_6548,OR_6548,P_5311,7,98.51,689.57
OI_6549,OR_6549,P_9527,6,26.53,159.18
OI_6550,OR_6550,P_1826,4,32.96,131.84
OI_6551,OR_6551,P_8688,8,74.39,595.12
OI_6552,OR_6552,P_4090,9,84.79,763.11
OI_6553,OR_6553,P_724,10,43.0,430.0
OI_6554,OR_6554,P_1810,4,86.9,347.6
OI_6555,OR_6555,P_678,5,43.47,217.35
OI_6556,OR_6556,P_6656,1,58.8,58.8
OI_6557,OR_6557,P_4347,9,33.76,303.84
OI_6558,OR_6558,P_4539,9,61.02,549.18
OI_6559,OR_6559,P_2045,6,35.62,213.72
OI_6560,OR_6560,P_380,3,34.38,103.14
OI_6561,OR_6561,P_2925,5,82.11,410.55
OI_6562,OR_6562,P_7505,1,54.33,54.33
OI_6563,OR_6563,P_8218,10,85.51,855.1
OI_6564,OR_6564,P_9694,4,30.28,121.12
OI_6565,OR_6565,P_3062,3,67.18,201.54
OI_6566,OR_6566,P_4456,9,40.4,363.6
OI_6567,OR_6567,P_8171,8,51.06,408.48
OI_6568,OR_6568,P_5748,5,52.78,263.9
OI_6569,OR_6569,P_1862,6,61.37,368.22
OI_6570,OR_6570,P_2188,9,77.71,699.39
OI_6571,OR_6571,P_1113,9,97.45,877.05
OI_6572,OR_6572,P_6340,1,96.19,96.19
OI_6573,OR_6573,P_2796,6,86.06,516.36
OI_6574,OR_6574,P_8327,1,65.58,65.58
OI_6575,OR_6575,P_474,10,27.28,272.8
OI_6576,OR_6576,P_3295,10,51.46,514.6
OI_6577,OR_6577,P_6375,9,50.94,458.46
OI_6578,OR_6578,P_6318,10,54.12,541.2
OI_6579,OR_6579,P_580,2,27.0,54.0
OI_6580,OR_6580,P_1181,2,76.79,153.58
OI_6581,OR_6581,P_1022,9,66.5,598.5
OI_6582,OR_6582,P_2330,8,18.12,144.96
OI_6583,OR_6583,P_2038,3,49.68,149.04
OI_6584,OR_6584,P_2934,1,98.12,98.12
OI_6585,OR_6585,P_2445,4,75.36,301.44
OI_6586,OR_6586,P_3932,1,36.9,36.9
OI_6587,OR_6587,P_3415,1,21.98,21.98
OI_6588,OR_6588,P_3594,7,35.98,251.86
OI_6589,OR_6589,P_8866,5,41.38,206.9
OI_6590,OR_6590,P_3978,9,64.59,581.31
OI_6591,OR_6591,P_3,3,72.31,216.93
OI_6592,OR_6592,P_4046,4,92.69,370.76
OI_6593,OR_6593,P_7521,1,74.01,74.01
OI_6594,OR_6594,P_2242,9,40.79,367.11
OI_6595,OR_6595,P_508,4,40.1,160.4
OI_6596,OR_6596,P_3334,9,45.69,411.21
OI_6597,OR_6597,P_6899,7,80.55,563.85
OI_6598,OR_6598,P_3366,8,77.99,623.92
OI_6599,OR_6599,P_8148,2,72.86,145.72
OI_6600,OR_6600,P_2957,8,78.87,630.96
OI_6601,OR_6601,P_4485,2,15.84,31.68
OI_6602,OR_6602,P_6939,3,88.16,264.48
OI_6603,OR_6603,P_891,10,41.89,418.9
OI_6604,OR_6604,P_5102,3,97.87,293.61
OI_6605,OR_6605,P_808,6,96.73,580.38
OI_6606,OR_6606,P_9759,1,83.22,83.22
OI_6607,OR_6607,P_4762,10,18.74,187.4
OI_6608,OR_6608,P_123,10,29.06,290.6
OI_6609,OR_6609,P_1534,6,39.28,235.68
OI_6610,OR_6610,P_4660,4,68.82,275.28
OI_6611,OR_6611,P_5349,2,35.95,71.9
OI_6612,OR_6612,P_6701,4,30.62,122.48
OI_6613,OR_6613,P_5774,5,28.64,143.2
OI_6614,OR_6614,P_5341,9,26.8,241.2
OI_6615,OR_6615,P_726,7,96.31,674.17
OI_6616,OR_6616,P_4082,8,45.13,361.04
OI_6617,OR_6617,P_4015,7,86.15,603.05
OI_6618,OR_6618,P_7559,5,60.66,303.3
OI_6619,OR_6619,P_595,1,39.45,39.45
OI_6620,OR_6620,P_1527,8,42.04,336.32
OI_6621,OR_6621,P_9085,7,17.46,122.22
OI_6622,OR_6622,P_5241,8,17.43,139.44
OI_6623,OR_6623,P_6067,1,53.89,53.89
OI_6624,OR_6624,P_6543,5,55.61,278.05
OI_6625,OR_6625,P_1933,8,89.06,712.48
OI_6626,OR_6626,P_2310,9,91.92,827.28
OI_6627,OR_6627,P_7387,6,34.4,206.4
OI_6628,OR_6628,P_1722,9,18.23,164.07
OI_6629,OR_6629,P_4639,5,38.86,194.3
OI_6630,OR_6630,P_4869,8,85.99,687.92
OI_6631,OR_6631,P_9767,9,21.51,193.59
OI_6632,OR_6632,P_4054,1,91.35,91.35
OI_6633,OR_6633,P_9100,7,16.14,112.98
OI_6634,OR_6634,P_8419,8,69.4,555.2
OI_6635,OR_6635,P_4389,2,83.77,167.54
OI_6636,OR_6636,P_7580,3,28.0,84.0
OI_6637,OR_6637,P_4319,6,20.61,123.66
OI_6638,OR_6638,P_1268,3,46.03,138.09
OI_6639,OR_6639,P_2491,4,87.78,351.12
OI_6640,OR_6640,P_5025,10,80.51,805.1
OI_6641,OR_6641,P_4209,6,21.79,130.74
OI_6642,OR_6642,P_6310,1,26.12,26.12
OI_6643,OR_6643,P_7859,4,89.9,359.6
OI_6644,OR_6644,P_2110,5,55.15,275.75
OI_6645,OR_6645,P_1860,8,51.6,412.8
OI_6646,OR_6646,P_9774,9,55.25,497.25
OI_6647,OR_6647,P_5238,4,49.29,197.16
OI_6648,OR_6648,P_4445,1,94.95,94.95
OI_6649,OR_6649,P_6816,7,84.11,588.77
OI_6650,OR_6650,P_9472,7,73.85,516.95
OI_6651,OR_6651,P_6302,8,20.36,162.88
OI_6652,OR_6652,P_5544,1,28.71,28.71
OI_6653,OR_6653,P_6100,1,41.79,41.79
OI_6654,OR_6654,P_5628,6,42.01,252.06
OI_6655,OR_6655,P_7108,6,21.59,129.54
OI_6656,OR_6656,P_5459,7,42.54,297.78
OI_6657,OR_6657,P_8905,9,12.2,109.8
OI_6658,OR_6658,P_2639,1,43.82,43.82
OI_6659,OR_6659,P_3058,8,21.1,168.8
OI_6660,OR_6660,P_6018,10,89.11,891.1
OI_6661,OR_6661,P_9127,6,73.44,440.64
OI_6662,OR_6662,P_6370,6,93.96,563.76
OI_6663,OR_6663,P_3741,1,12.39,12.39
OI_6664,OR_6664,P_5372,9,46.52,418.68
OI_6665,OR_6665,P_8476,4,71.64,286.56
OI_6666,OR_6666,P_2395,3,98.87,296.61
OI_6667,OR_6667,P_7006,3,65.26,195.78
OI_6668,OR_6668,P_7214,4,35.46,141.84
OI_6669,OR_6669,P_6882,7,46.54,325.78
OI_6670,OR_6670,P_4381,4,11.72,46.88
OI_6671,OR_6671,P_4303,5,73.77,368.85
OI_6672,OR_6672,P_8166,3,69.13,207.39
OI_6673,OR_6673,P_8556,1,94.12,94.12
OI_6674,OR_6674,P_6876,6,99.63,597.78
OI_6675,OR_6675,P_6565,10,35.04,350.4
OI_6676,OR_6676,P_980,4,67.77,271.08
OI_6677,OR_6677,P_2964,1,62.74,62.74
OI_6678,OR_6678,P_6695,3,81.68,245.04
OI_6679,OR_6679,P_9573,4,42.6,170.4
OI_6680,OR_6680,P_6747,9,47.2,424.8
OI_6681,OR_6681,P_1752,4,82.39,329.56
OI_6682,OR_6682,P_8274,6,62.03,372.18
OI_6683,OR_6683,P_3625,9,32.96,296.64
OI_6684,OR_6684,P_1443,10,47.71,477.1
OI_6685,OR_6685,P_585,8,58.96,471.68
OI_6686,OR_6686,P_8318,1,39.65,39.65
OI_6687,OR_6687,P_8389,4,17.32,69.28
OI_6688,OR_6688,P_7630,2,74.3,148.6
OI_6689,OR_6689,P_865,10,67.79,677.9
OI_6690,OR_6690,P_3103,4,82.01,328.04
OI_6691,OR_6691,P_1610,5,35.51,177.55
OI_6692,OR_6692,P_7862,2,53.71,107.42
OI_6693,OR_6693,P_5476,3,14.68,44.04
OI_6694,OR_6694,P_2845,10,98.31,983.1
OI_6695,OR_6695,P_5381,10,51.61,516.1
OI_6696,OR_6696,P_410,8,98.56,788.48
OI_6697,OR_6697,P_6559,2,87.13,174.26
OI_6698,OR_6698,P_8644,1,89.83,89.83
OI_6699,OR_6699,P_7750,5,69.85,349.25
OI_6700,OR_6700,P_3784,4,99.6,398.4
OI_6701,OR_6701,P_8976,5,12.31,61.55
OI_6702,OR_6702,P_3720,6,76.06,456.36
OI_6703,OR_6703,P_1040,4,71.21,284.84
OI_6704,OR_6704,P_4798,10,50.39,503.9
OI_6705,OR_6705,P_8325,1,73.29,73.29
OI_6706,OR_6706,P_4509,8,82.84,662.72
OI_6707,OR_6707,P_2974,1,48.78,48.78
OI_6708,OR_6708,P_2414,1,38.36,38.36
OI_6709,OR_6709,P_5271,3,53.31,159.93
OI_6710,OR_6710,P_2237,2,32.13,64.26
OI_6711,OR_6711,P_2789,10,27.22,272.2
OI_6712,OR_6712,P_6478,8,30.75,246.0
OI_6713,OR_6713,P_9036,7,23.98,167.86
OI_6714,OR_6714,P_3437,9,74.73,672.57
OI_6715,OR_6715,P_4715,10,60.82,608.2
OI_6716,OR_6716,P_4319,10,27.13,271.3
OI_6717,OR_6717,P_1712,1,21.43,21.43
OI_6718,OR_6718,P_5661,8,46.13,369.04
OI_6719,OR_6719,P_9355,6,64.31,385.86
OI_6720,OR_6720,P_1774,2,52.11,104.22
OI_6721,OR_6721,P_7321,8,61.16,489.28
OI_6722,OR_6722,P_7605,4,83.45,333.8
OI_6723,OR_6723,P_7798,10,66.55,665.5
OI_6724,OR_6724,P_4909,5,26.95,134.75
OI_6725,OR_6725,P_3998,5,84.34,421.7
OI_6726,OR_6726,P_4809,1,60.72,60.72
OI_6727,OR_6727,P_1300,5,49.19,245.95
OI_6728,OR_6728,P_1501,6,11.05,66.3
OI_6729,OR_6729,P_2507,5,65.45,327.25
OI_6730,OR_6730,P_6853,4,80.42,321.68
OI_6731,OR_6731,P_4761,3,46.59,139.77
OI_6732,OR_6732,P_5647,6,88.07,528.42
OI_6733,OR_6733,P_6512,2,22.99,45.98
OI_6734,OR_6734,P_3076,8,55.78,446.24
OI_6735,OR_6735,P_4607,2,65.11,130.22
OI_6736,OR_6736,P_4801,9,15.71,141.39
OI_6737,OR_6737,P_660,2,65.12,130.24
