sales_id,order_id,item_name_id,quantity,unit_price,overall_price,size,category,components,item_name,employee_id
SI_5473,OR_5473,item_5573,269,713.28,191872.32,M,Category A,"Fan, Socket/Outlet plug, Ceiling Rose, Cables, Main Switch, Switches, Holders",too,emp_1745
SI_5474,OR_5474,item_5574,601,916.14,550600.14,M,Category B,"Cables, Main Switch, Ceiling Rose, Socket/Outlet plug",decade,emp_572
SI_5475,OR_5475,item_5575,550,692.51,380880.5,XL,Category C,"Socket/Outlet plug, Ceiling Rose, LED Bulb, Fan, Switches, Cables, Main Switch",program,emp_1509
SI_5476,OR_5476,item_5576,990,115.66,114503.4,XXL,Category B,"Switches, Socket/Outlet plug",hope,emp_397
SI_5477,OR_5477,item_5577,130,64.75,8417.5,L,Category B,LED Bulb,per,emp_2580
SI_5478,OR_5478,item_5578,192,848.47,162906.24,M,Category C,"Ceiling Rose, LED Bulb, Socket/Outlet plug, Cables, Switches, Fan, Holders, Main Switch",day,emp_1061
SI_5479,OR_5479,item_5579,366,195.49,71549.34,L,Category B,"LED Bulb, Fan, Holders",sing,emp_438
SI_5480,OR_5480,item_5580,321,368.19,118188.99,XL,Category B,"Switches, Ceiling Rose, Holders, Cables, Socket/Outlet plug, LED Bulb, Fan",star,emp_1473
SI_5481,OR_5481,item_5581,904,121.51,109845.04,XL,Category A,"Socket/Outlet plug, Switches, Ceiling Rose, LED Bulb, Main Switch, Fan, Holders, Cables",phone,emp_1942
SI_5482,OR_5482,item_5582,776,545.07,422974.32,XL,Category C,"LED Bulb, Holders, Socket/Outlet plug",political,emp_1493
SI_5483,OR_5483,item_5583,737,197.84,145808.08,XL,Category C,"Cables, Holders, Socket/Outlet plug, Fan, LED Bulb",total,emp_2540
SI_5484,OR_5484,item_5584,665,178.29,118562.85,S,Category A,"Main Switch, Fan, Socket/Outlet plug, Switches, LED Bulb, Cables, Holders, Ceiling Rose",head,emp_1998
SI_5485,OR_5485,item_5585,605,307.15,185825.75,L,Category B,"Switches, Ceiling Rose",program,emp_1472
SI_5486,OR_5486,item_5586,963,360.59,347248.17,S,Category C,"Fan, Holders",recent,emp_1196
SI_5487,OR_5487,item_5587,877,490.52,430186.04,S,Category A,"LED Bulb, Switches",meet,emp_1348
SI_5488,OR_5488,item_5588,555,413.57,229531.35,L,Category B,"Cables, Switches, Holders, Ceiling Rose, LED Bulb, Main Switch, Socket/Outlet plug",agreement,emp_2540
SI_5489,OR_5489,item_5589,707,751.4,531239.8,M,Category A,"Switches, LED Bulb, Ceiling Rose, Holders, Fan",worker,emp_1264
SI_5490,OR_5490,item_5590,680,56.8,38624.0,XL,Category A,"Holders, Ceiling Rose, Socket/Outlet plug, Main Switch, LED Bulb",mother,emp_1628
SI_5491,OR_5491,item_5591,864,849.8,734227.2,S,Category C,"Switches, Holders",field,emp_279
SI_5492,OR_5492,item_5592,943,81.41,76769.63,M,Category A,"Socket/Outlet plug, Holders, Fan, LED Bulb, Main Switch, Ceiling Rose, Cables, Switches",describe,emp_1193
SI_5493,OR_5493,item_5593,788,776.53,611905.64,L,Category B,Fan,figure,emp_1900
SI_5494,OR_5494,item_5594,791,68.83,54444.53,M,Category C,"Fan, Switches, Cables",region,emp_1986
SI_5495,OR_5495,item_5595,425,837.64,355997.0,S,Category B,Ceiling Rose,far,emp_1197
SI_5496,OR_5496,item_5596,664,485.29,322232.56,M,Category C,"Ceiling Rose, Switches",us,emp_843
SI_5497,OR_5497,item_5597,926,67.03,62069.78,S,Category C,"LED Bulb, Ceiling Rose, Fan, Socket/Outlet plug, Cables, Main Switch, Holders",another,emp_1418
SI_5498,OR_5498,item_5598,616,116.31,71646.96,L,Category B,"Cables, Holders, Main Switch, Socket/Outlet plug, Switches, Ceiling Rose, Fan, LED Bulb",executive,emp_366
SI_5499,OR_5499,item_5599,259,691.54,179108.86,XL,Category A,"LED Bulb, Fan",particular,emp_2663
SI_5500,OR_5500,item_5600,523,518.51,271180.73,S,Category A,"Holders, Fan, Ceiling Rose",meet,emp_367
SI_5501,OR_5501,item_5601,418,551.47,230514.46,M,Category A,"Main Switch, Switches, Fan, LED Bulb, Holders, Socket/Outlet plug",without,emp_476
SI_5502,OR_5502,item_5602,953,636.51,606594.03,XL,Category B,"LED Bulb, Fan, Switches, Holders, Cables, Socket/Outlet plug, Main Switch, Ceiling Rose",television,emp_2465
SI_5503,OR_5503,item_5603,775,327.8,254045.0,M,Category B,"Main Switch, Switches, Fan, LED Bulb, Cables, Holders",approach,emp_1363
SI_5504,OR_5504,item_5604,163,176.11,28705.93,XXL,Category C,"Fan, Main Switch, Switches",each,emp_963
SI_5505,OR_5505,item_5605,900,505.16,454644.0,S,Category C,"Socket/Outlet plug, Holders, Ceiling Rose, Cables, Main Switch, Fan",knowledge,emp_1208
SI_5506,OR_5506,item_5606,302,54.99,16606.98,XXL,Category A,Ceiling Rose,determine,emp_1799
SI_5507,OR_5507,item_5607,343,455.69,156301.67,L,Category B,"Main Switch, Ceiling Rose",consumer,emp_2693
SI_5508,OR_5508,item_5608,405,96.93,39256.65,XXL,Category A,"Ceiling Rose, Holders",thus,emp_936
SI_5509,OR_5509,item_5609,656,973.22,638432.32,XXL,Category C,"Fan, Switches, LED Bulb, Cables",suggest,emp_1476
SI_5510,OR_5510,item_5610,204,240.28,49017.12,XXL,Category A,"Holders, Main Switch, Switches, Cables, Fan, Socket/Outlet plug, Ceiling Rose, LED Bulb",several,emp_2329
SI_5511,OR_5511,item_5611,285,863.28,246034.8,S,Category B,"Holders, Fan, LED Bulb",heavy,emp_2523
SI_5512,OR_5512,item_5612,672,348.17,233970.24,L,Category A,"Holders, Switches, LED Bulb, Ceiling Rose, Main Switch",blue,emp_1717
SI_5513,OR_5513,item_5613,934,826.44,771894.96,M,Category A,"Cables, Switches, Socket/Outlet plug, LED Bulb, Holders",research,emp_1978
SI_5514,OR_5514,item_5614,126,724.26,91256.76,XXL,Category B,"Ceiling Rose, Holders, Switches, LED Bulb, Cables",campaign,emp_912
SI_5515,OR_5515,item_5615,848,470.55,399026.4,L,Category A,"Holders, LED Bulb, Fan",around,emp_2120
SI_5516,OR_5516,item_5616,399,885.58,353346.42,XL,Category B,"Ceiling Rose, Holders, Cables, LED Bulb, Switches",agreement,emp_629
SI_5517,OR_5517,item_5617,861,685.89,590551.29,S,Category B,"Main Switch, Socket/Outlet plug, LED Bulb, Holders, Cables",catch,emp_1960
SI_5518,OR_5518,item_5618,162,303.56,49176.72,XL,Category A,"Ceiling Rose, LED Bulb, Socket/Outlet plug",crime,emp_1345
SI_5519,OR_5519,item_5619,205,992.87,203538.35,XXL,Category C,"Main Switch, Cables, Socket/Outlet plug, Holders, Ceiling Rose, Fan",owner,emp_1968
SI_5520,OR_5520,item_5620,146,732.7,106974.2,S,Category A,"Socket/Outlet plug, Ceiling Rose, LED Bulb, Cables, Holders, Switches, Main Switch",way,emp_1648
SI_5521,OR_5521,item_5621,983,752.82,740022.06,L,Category B,"Cables, Holders, Fan, Switches",thousand,emp_2359
SI_5522,OR_5522,item_5622,652,239.1,155893.2,XXL,Category B,"Ceiling Rose, Fan, Holders, Main Switch, Socket/Outlet plug, LED Bulb, Cables",bill,emp_2710
SI_5523,OR_5523,item_5623,609,832.64,507077.76,XXL,Category C,"LED Bulb, Holders, Socket/Outlet plug",describe,emp_2394
SI_5524,OR_5524,item_5624,928,625.24,580222.72,XXL,Category A,"Switches, Fan, Cables, LED Bulb",writer,emp_1608
SI_5525,OR_5525,item_5625,365,393.01,143448.65,M,Category B,Switches,room,emp_846
SI_5526,OR_5526,item_5626,678,603.55,409206.9,XL,Category B,"LED Bulb, Switches",pass,emp_2321
SI_5527,OR_5527,item_5627,323,754.7,243768.1,XXL,Category C,"Switches, Socket/Outlet plug",recognize,emp_1707
SI_5528,OR_5528,item_5628,518,191.66,99279.88,XXL,Category A,"Holders, Switches, LED Bulb, Socket/Outlet plug, Fan, Cables, Ceiling Rose, Main Switch",address,emp_1849
SI_5529,OR_5529,item_5629,737,431.87,318288.19,M,Category C,"Cables, Ceiling Rose, Fan, LED Bulb, Switches, Main Switch",series,emp_919
SI_5530,OR_5530,item_5630,302,253.6,76587.2,XL,Category A,"Holders, Cables, Socket/Outlet plug, Switches, Fan, LED Bulb",protect,emp_1339
SI_5531,OR_5531,item_5631,722,350.03,252721.66,XXL,Category A,Fan,two,emp_1032
SI_5532,OR_5532,item_5632,104,759.43,78980.72,L,Category A,"Switches, Ceiling Rose, Cables, Holders",home,emp_1110
SI_5533,OR_5533,item_5633,543,988.7,536864.1,XXL,Category A,"LED Bulb, Socket/Outlet plug, Switches",seem,emp_1714
SI_5534,OR_5534,item_5634,153,952.53,145737.09,XL,Category C,"Fan, Socket/Outlet plug, Holders, LED Bulb, Main Switch, Switches",discuss,emp_1834
SI_5535,OR_5535,item_5635,491,922.6,452996.6,XL,Category A,"Switches, Cables, Fan, LED Bulb, Holders, Main Switch, Socket/Outlet plug",simply,emp_2712
SI_5536,OR_5536,item_5636,549,844.56,463663.44,XXL,Category B,"Ceiling Rose, LED Bulb, Fan, Main Switch, Switches, Socket/Outlet plug, Holders",among,emp_245
SI_5537,OR_5537,item_5637,465,173.93,80877.45,M,Category C,"Socket/Outlet plug, Fan, Holders, Ceiling Rose, Main Switch, LED Bulb",despite,emp_998
SI_5538,OR_5538,item_5638,725,839.19,608412.75,XXL,Category C,Ceiling Rose,say,emp_753
SI_5539,OR_5539,item_5639,592,202.25,119732.0,S,Category A,"Cables, LED Bulb, Fan, Switches",life,emp_411
SI_5540,OR_5540,item_5640,726,322.45,234098.7,XL,Category B,"Holders, Socket/Outlet plug, Main Switch, Fan, LED Bulb, Ceiling Rose, Cables",little,emp_289
SI_5541,OR_5541,item_5641,677,77.1,52196.7,XXL,Category B,"Switches, Ceiling Rose, Cables, Holders, Socket/Outlet plug, Fan, LED Bulb",through,emp_2473
SI_5542,OR_5542,item_5642,350,498.87,174604.5,XXL,Category A,"Cables, Fan, Socket/Outlet plug, Main Switch",public,emp_1204
SI_5543,OR_5543,item_5643,190,30.65,5823.5,S,Category C,"Switches, Main Switch, Holders, Socket/Outlet plug",account,emp_816
SI_5544,OR_5544,item_5644,572,835.28,477780.16,XXL,Category A,"LED Bulb, Switches, Socket/Outlet plug, Cables, Ceiling Rose, Main Switch",always,emp_863
SI_5545,OR_5545,item_5645,928,659.94,612424.32,M,Category B,"Cables, Main Switch, Socket/Outlet plug, Ceiling Rose, Holders, LED Bulb",health,emp_1514
SI_5546,OR_5546,item_5646,602,946.85,570003.7,XL,Category B,"Switches, Holders, Ceiling Rose, Socket/Outlet plug, LED Bulb, Main Switch",activity,emp_2228
SI_5547,OR_5547,item_5647,472,635.51,299960.72,S,Category A,"Socket/Outlet plug, Ceiling Rose, Fan, LED Bulb, Main Switch",hundred,emp_2466
SI_5548,OR_5548,item_5648,511,509.69,260451.59,XXL,Category C,"Ceiling Rose, Socket/Outlet plug, Switches, LED Bulb, Cables",culture,emp_259
SI_5549,OR_5549,item_5649,472,784.64,370350.08,XL,Category C,"Cables, Switches, Ceiling Rose",realize,emp_458
SI_5550,OR_5550,item_5650,713,17.82,12705.66,S,Category B,"LED Bulb, Socket/Outlet plug, Switches, Holders, Ceiling Rose, Main Switch",believe,emp_1250
SI_5551,OR_5551,item_5651,635,180.12,114376.2,S,Category C,"Switches, Holders, Fan",night,emp_1821
SI_5552,OR_5552,item_5652,746,744.64,555501.44,M,Category C,"Fan, Socket/Outlet plug, Cables, Switches, Ceiling Rose, Main Switch",their,emp_661
SI_5553,OR_5553,item_5653,365,369.42,134838.3,M,Category A,"Switches, Main Switch, Socket/Outlet plug, LED Bulb, Holders, Cables",seven,emp_1608
SI_5554,OR_5554,item_5654,389,398.43,154989.27,XL,Category A,Fan,subject,emp_1102
SI_5555,OR_5555,item_5655,748,634.08,474291.84,XXL,Category A,"Socket/Outlet plug, Switches, Holders, LED Bulb, Cables, Ceiling Rose, Main Switch",lay,emp_1943
SI_5556,OR_5556,item_5656,187,472.53,88363.11,XXL,Category B,"LED Bulb, Main Switch, Fan, Socket/Outlet plug, Holders, Switches, Ceiling Rose, Cables",positive,emp_419
SI_5557,OR_5557,item_5657,280,738.2,206696.0,XXL,Category C,"Socket/Outlet plug, Cables, Fan, Holders, Ceiling Rose",describe,emp_2511
SI_5558,OR_5558,item_5658,721,859.1,619411.1,XXL,Category C,"Ceiling Rose, LED Bulb, Cables, Socket/Outlet plug",day,emp_1505
SI_5559,OR_5559,item_5659,158,471.77,74539.66,M,Category B,"Main Switch, Socket/Outlet plug, Holders",avoid,emp_2453
SI_5560,OR_5560,item_5660,368,284.32,104629.76,L,Category B,"Fan, Holders",base,emp_2178
SI_5561,OR_5561,item_5661,908,254.82,231376.56,S,Category A,"Socket/Outlet plug, Main Switch, Ceiling Rose, Holders",reveal,emp_2646
SI_5562,OR_5562,item_5662,848,980.96,831854.08,S,Category A,Main Switch,political,emp_657
SI_5563,OR_5563,item_5663,848,498.08,422371.84,XXL,Category A,"Socket/Outlet plug, Ceiling Rose",represent,emp_1585
SI_5564,OR_5564,item_5664,846,53.5,45261.0,M,Category C,"Socket/Outlet plug, Switches, LED Bulb, Ceiling Rose, Main Switch, Cables, Holders",high,emp_977
SI_5565,OR_5565,item_5665,293,789.38,231288.34,M,Category A,"Cables, Switches, LED Bulb, Holders, Socket/Outlet plug, Ceiling Rose, Fan, Main Switch",face,emp_2304
SI_5566,OR_5566,item_5666,179,204.52,36609.08,S,Category B,"Main Switch, Holders, Cables, Socket/Outlet plug, LED Bulb, Fan, Ceiling Rose",example,emp_2464
SI_5567,OR_5567,item_5667,602,596.89,359327.78,XXL,Category B,"Main Switch, LED Bulb, Cables, Socket/Outlet plug, Ceiling Rose, Switches",thank,emp_2648
SI_5568,OR_5568,item_5668,787,512.39,403250.93,XXL,Category B,"Main Switch, Socket/Outlet plug, Switches",and,emp_2197
SI_5569,OR_5569,item_5669,222,66.47,14756.34,S,Category B,"Switches, Holders",north,emp_1105
SI_5570,OR_5570,item_5670,123,756.26,93019.98,L,Category C,"Cables, Fan, Switches, Holders",future,emp_141
SI_5571,OR_5571,item_5671,416,696.99,289947.84,S,Category B,"Switches, Cables, Ceiling Rose, Fan",owner,emp_2296
SI_5572,OR_5572,item_5672,368,622.53,229091.04,XXL,Category A,"Fan, Socket/Outlet plug, Ceiling Rose, Holders, Main Switch",prevent,emp_1909
SI_5573,OR_5573,item_5673,278,873.22,242755.16,XXL,Category C,"Holders, Cables, Fan",determine,emp_1006
SI_5574,OR_5574,item_5674,142,698.47,99182.74,M,Category B,"Switches, Holders, Fan",visit,emp_1367
SI_5575,OR_5575,item_5675,283,489.09,138412.47,XL,Category A,"Cables, Fan, Socket/Outlet plug, Ceiling Rose, LED Bulb",newspaper,emp_1354
SI_5576,OR_5576,item_5676,418,854.33,357109.94,XXL,Category A,"Holders, Cables, LED Bulb, Fan, Main Switch, Switches",inside,emp_1410
SI_5577,OR_5577,item_5677,827,55.72,46080.44,M,Category B,"Fan, Main Switch, Cables, LED Bulb, Ceiling Rose, Holders",talk,emp_754
SI_5578,OR_5578,item_5678,124,176.61,21899.64,XXL,Category B,"Ceiling Rose, Fan, Holders",bar,emp_2200
SI_5579,OR_5579,item_5679,858,257.84,221226.72,XXL,Category A,"Main Switch, Switches",site,emp_796
SI_5580,OR_5580,item_5680,226,125.17,28288.42,XL,Category C,"Switches, Holders, LED Bulb, Main Switch",science,emp_1631
SI_5581,OR_5581,item_5681,795,498.72,396482.4,XL,Category B,"Cables, Switches, LED Bulb, Holders, Main Switch, Socket/Outlet plug, Ceiling Rose",hand,emp_1463
SI_5582,OR_5582,item_5682,280,394.01,110322.8,L,Category A,"Fan, Socket/Outlet plug, Holders, LED Bulb",however,emp_485
SI_5583,OR_5583,item_5683,264,115.6,30518.4,L,Category C,"Cables, Socket/Outlet plug, Holders, Fan, LED Bulb, Switches, Ceiling Rose",can,emp_587
SI_5584,OR_5584,item_5684,358,645.72,231167.76,M,Category B,"LED Bulb, Holders, Socket/Outlet plug, Cables",herself,emp_1195
SI_5585,OR_5585,item_5685,127,86.41,10974.07,S,Category A,"Ceiling Rose, Cables, Main Switch, Fan, Holders, Switches, Socket/Outlet plug",affect,emp_2259
SI_5586,OR_5586,item_5686,901,851.93,767588.93,M,Category A,"Fan, LED Bulb, Main Switch, Ceiling Rose",safe,emp_1637
SI_5587,OR_5587,item_5687,484,487.51,235954.84,XL,Category C,Socket/Outlet plug,majority,emp_683
SI_5588,OR_5588,item_5688,284,750.38,213107.92,XL,Category B,"Socket/Outlet plug, Cables, LED Bulb",technology,emp_1810
SI_5589,OR_5589,item_5689,924,548.44,506758.56,M,Category C,"Switches, Ceiling Rose",very,emp_2293
SI_5590,OR_5590,item_5690,576,551.95,317923.2,XXL,Category C,"Fan, Switches, Ceiling Rose, Socket/Outlet plug, LED Bulb, Holders, Main Switch",accept,emp_1998
SI_5591,OR_5591,item_5691,938,716.82,672377.16,S,Category C,"Holders, Cables, Socket/Outlet plug, LED Bulb",again,emp_2414
SI_5592,OR_5592,item_5692,956,327.83,313405.48,XL,Category B,"LED Bulb, Switches, Ceiling Rose",table,emp_1109
SI_5593,OR_5593,item_5693,163,934.91,152390.33,XL,Category A,"Main Switch, Switches, LED Bulb, Cables, Socket/Outlet plug",couple,emp_1805
SI_5594,OR_5594,item_5694,772,376.45,290619.4,S,Category C,"Holders, Ceiling Rose, LED Bulb, Cables, Main Switch",minute,emp_180
SI_5595,OR_5595,item_5695,277,562.8,155895.6,M,Category A,"Cables, Holders, Fan, Ceiling Rose",stage,emp_2072
SI_5596,OR_5596,item_5696,662,699.32,462949.84,XXL,Category B,Ceiling Rose,yes,emp_1375
SI_5597,OR_5597,item_5697,618,989.56,611548.08,S,Category A,"Socket/Outlet plug, Ceiling Rose, Holders, Main Switch, LED Bulb",cultural,emp_611
SI_5598,OR_5598,item_5698,982,152.58,149833.56,M,Category C,"Cables, Ceiling Rose, Main Switch, Switches, Holders",property,emp_2503
SI_5599,OR_5599,item_5699,155,58.53,9072.15,M,Category C,"Fan, LED Bulb, Main Switch, Switches, Socket/Outlet plug, Ceiling Rose, Cables",myself,emp_1300
SI_5600,OR_5600,item_5700,385,936.1,360398.5,XXL,Category A,"Socket/Outlet plug, LED Bulb, Fan, Holders",break,emp_1200
SI_5601,OR_5601,item_5701,626,662.22,414549.72,XL,Category B,"Switches, Cables, Fan, Socket/Outlet plug, LED Bulb, Holders, Main Switch, Ceiling Rose",spend,emp_1344
SI_5602,OR_5602,item_5702,637,820.74,522811.38,M,Category C,"Cables, Main Switch",example,emp_2467
SI_5603,OR_5603,item_5703,588,434.84,255685.92,M,Category A,"Fan, LED Bulb, Cables, Switches, Holders",picture,emp_1234
SI_5604,OR_5604,item_5704,279,646.27,180309.33,L,Category B,"Main Switch, Holders, Fan, LED Bulb, Switches, Socket/Outlet plug, Ceiling Rose, Cables",way,emp_605
SI_5605,OR_5605,item_5705,466,498.65,232370.9,XL,Category B,"Main Switch, Switches",oil,emp_1628
SI_5606,OR_5606,item_5706,533,786.11,418996.63,L,Category B,"Switches, Ceiling Rose",focus,emp_1951
SI_5607,OR_5607,item_5707,953,104.89,99960.17,S,Category A,"Main Switch, Ceiling Rose, Holders, LED Bulb, Switches, Fan",culture,emp_2026
SI_5608,OR_5608,item_5708,483,311.97,150681.51,M,Category B,"Cables, Fan, Main Switch, Socket/Outlet plug, LED Bulb, Switches, Ceiling Rose",traditional,emp_1851
SI_5609,OR_5609,item_5709,903,922.44,832963.32,S,Category B,"Ceiling Rose, Main Switch, Socket/Outlet plug, LED Bulb",must,emp_192
SI_5610,OR_5610,item_5710,985,754.52,743202.2,S,Category C,"Main Switch, Ceiling Rose, LED Bulb, Fan, Cables, Holders, Switches",account,emp_1212
SI_5611,OR_5611,item_5711,334,877.91,293221.94,S,Category B,"Cables, LED Bulb, Main Switch",want,emp_2198
SI_5612,OR_5612,item_5712,577,472.69,272742.13,S,Category C,"Fan, Cables, Switches, Main Switch, Socket/Outlet plug, Holders, Ceiling Rose",fall,emp_744
SI_5613,OR_5613,item_5713,277,950.81,263374.37,XL,Category B,"Fan, Ceiling Rose, Socket/Outlet plug",fill,emp_653
SI_5614,OR_5614,item_5714,210,934.43,196230.3,L,Category C,"Fan, Cables",agency,emp_455
SI_5615,OR_5615,item_5715,931,725.07,675040.17,XL,Category C,"Switches, Fan, Ceiling Rose, Holders, Main Switch",tree,emp_2203
SI_5616,OR_5616,item_5716,566,594.16,336294.56,M,Category B,"Switches, Cables, Holders, Fan, Main Switch, Socket/Outlet plug, Ceiling Rose",write,emp_2491
SI_5617,OR_5617,item_5717,527,217.06,114390.62,XXL,Category A,"Switches, Cables, Holders, Socket/Outlet plug",once,emp_1702
SI_5618,OR_5618,item_5718,547,34.59,18920.73,XL,Category B,"Cables, LED Bulb, Fan, Main Switch, Socket/Outlet plug, Ceiling Rose",image,emp_863
SI_5619,OR_5619,item_5719,391,903.67,353334.97,XXL,Category B,"Switches, Cables, LED Bulb, Holders, Fan, Main Switch",night,emp_2091
SI_5620,OR_5620,item_5720,136,511.59,69576.24,XXL,Category A,"Socket/Outlet plug, Cables, Ceiling Rose, Switches, Main Switch, Fan, LED Bulb, Holders",evidence,emp_615
SI_5621,OR_5621,item_5721,253,421.29,106586.37,XXL,Category B,"Ceiling Rose, Switches",growth,emp_1275
SI_5622,OR_5622,item_5722,963,576.45,555121.35,L,Category C,"Socket/Outlet plug, Holders, Fan, Cables, Switches",work,emp_284
SI_5623,OR_5623,item_5723,225,842.62,189589.5,L,Category C,"Holders, Ceiling Rose, Cables, Switches, Socket/Outlet plug, Fan, Main Switch",set,emp_1353
SI_5624,OR_5624,item_5724,582,742.09,431896.38,L,Category B,"Holders, Fan, LED Bulb",left,emp_939
SI_5625,OR_5625,item_5725,436,490.36,213796.96,L,Category C,"Main Switch, Holders, Ceiling Rose",something,emp_591
SI_5626,OR_5626,item_5726,296,252.66,74787.36,M,Category B,"Fan, LED Bulb, Holders",research,emp_898
SI_5627,OR_5627,item_5727,305,453.01,138168.05,M,Category B,"Main Switch, Ceiling Rose, Socket/Outlet plug, Fan, Switches, LED Bulb, Cables",smile,emp_515
SI_5628,OR_5628,item_5728,205,732.55,150172.75,M,Category C,Switches,system,emp_1830
SI_5629,OR_5629,item_5729,869,395.26,343480.94,M,Category A,"LED Bulb, Switches, Fan, Ceiling Rose, Holders, Socket/Outlet plug, Cables",administration,emp_2092
SI_5630,OR_5630,item_5730,838,662.01,554764.38,XXL,Category C,"Switches, Socket/Outlet plug, Main Switch, Ceiling Rose, Holders, LED Bulb, Cables, Fan",street,emp_1198
SI_5631,OR_5631,item_5731,428,303.3,129812.4,XL,Category A,"Main Switch, LED Bulb",necessary,emp_459
SI_5632,OR_5632,item_5732,422,489.3,206484.6,XXL,Category A,Main Switch,now,emp_1874
SI_5633,OR_5633,item_5733,242,585.55,141703.1,XXL,Category C,Fan,raise,emp_301
SI_5634,OR_5634,item_5734,394,516.64,203556.16,L,Category A,Ceiling Rose,now,emp_849
SI_5635,OR_5635,item_5735,609,450.07,274092.63,M,Category A,"LED Bulb, Ceiling Rose, Switches, Socket/Outlet plug, Main Switch, Holders, Fan",western,emp_1169
SI_5636,OR_5636,item_5736,580,93.0,53940.0,M,Category C,"Holders, Switches, Cables, Fan, Main Switch, Ceiling Rose, LED Bulb, Socket/Outlet plug",rock,emp_282
SI_5637,OR_5637,item_5737,371,188.37,69885.27,L,Category A,"Cables, Socket/Outlet plug",human,emp_1241
SI_5638,OR_5638,item_5738,457,14.54,6644.78,L,Category A,"Main Switch, Holders, Ceiling Rose, Cables, LED Bulb, Socket/Outlet plug, Fan",time,emp_396
SI_5639,OR_5639,item_5739,941,730.86,687739.26,L,Category B,"Ceiling Rose, Cables",head,emp_1365
SI_5640,OR_5640,item_5740,211,179.46,37866.06,XL,Category B,"Main Switch, Fan, Switches, Cables, Holders, Ceiling Rose",employee,emp_1586
SI_5641,OR_5641,item_5741,235,478.8,112518.0,S,Category A,"Cables, Ceiling Rose",system,emp_2059
SI_5642,OR_5642,item_5742,146,343.05,50085.3,XL,Category B,"Holders, Main Switch, Fan, LED Bulb",song,emp_239
SI_5643,OR_5643,item_5743,311,191.74,59631.14,XXL,Category A,"Fan, Switches, Holders, Socket/Outlet plug",blue,emp_858
SI_5644,OR_5644,item_5744,859,796.14,683884.26,XL,Category C,"Cables, Socket/Outlet plug, LED Bulb, Fan",second,emp_741
SI_5645,OR_5645,item_5745,171,218.63,37385.73,XXL,Category A,"Switches, LED Bulb, Holders, Cables, Main Switch, Socket/Outlet plug",child,emp_1265
SI_5646,OR_5646,item_5746,300,24.04,7212.0,L,Category A,"LED Bulb, Ceiling Rose, Cables, Switches, Holders, Socket/Outlet plug, Main Switch, Fan",type,emp_2141
SI_5647,OR_5647,item_5747,556,170.57,94836.92,XXL,Category C,"LED Bulb, Main Switch, Switches",cell,emp_1377
SI_5648,OR_5648,item_5748,797,103.97,82864.09,XL,Category C,"Cables, LED Bulb",us,emp_2146
SI_5649,OR_5649,item_5749,936,878.86,822612.96,L,Category A,"LED Bulb, Holders, Ceiling Rose, Main Switch, Socket/Outlet plug",television,emp_2234
SI_5650,OR_5650,item_5750,224,249.12,55802.88,XL,Category A,"Main Switch, Fan, Switches, Ceiling Rose, Holders",once,emp_1809
SI_5651,OR_5651,item_5751,462,905.01,418114.62,M,Category B,"Holders, Main Switch, Fan, Ceiling Rose",discuss,emp_1096
SI_5652,OR_5652,item_5752,254,648.67,164762.18,XL,Category A,"Cables, LED Bulb, Ceiling Rose",participant,emp_340
SI_5653,OR_5653,item_5753,344,756.09,260094.96,S,Category B,"Main Switch, LED Bulb, Switches, Socket/Outlet plug, Ceiling Rose",husband,emp_482
SI_5654,OR_5654,item_5754,228,850.2,193845.6,S,Category C,"LED Bulb, Socket/Outlet plug, Main Switch, Ceiling Rose, Switches",sea,emp_767
SI_5655,OR_5655,item_5755,620,347.5,215450.0,XL,Category A,"Switches, Cables, Holders, Socket/Outlet plug, LED Bulb, Main Switch, Ceiling Rose, Fan",any,emp_1113
SI_5656,OR_5656,item_5756,367,893.79,328020.93,XL,Category C,"Holders, Main Switch, LED Bulb",exist,emp_585
SI_5657,OR_5657,item_5757,525,201.58,105829.5,S,Category C,"Main Switch, Cables, Switches, LED Bulb, Holders, Fan, Socket/Outlet plug",reality,emp_1475
SI_5658,OR_5658,item_5758,351,861.64,302435.64,XL,Category A,"Socket/Outlet plug, Cables, Main Switch, Ceiling Rose, Switches, LED Bulb",drug,emp_1012
SI_5659,OR_5659,item_5759,219,528.6,115763.4,XL,Category A,Cables,own,emp_2010
SI_5660,OR_5660,item_5760,180,269.15,48447.0,XL,Category A,"Ceiling Rose, Cables, Holders, Main Switch",develop,emp_2447
SI_5661,OR_5661,item_5761,883,219.24,193588.92,M,Category C,"Ceiling Rose, Main Switch, Switches, Holders",race,emp_805
SI_5662,OR_5662,item_5762,712,238.55,169847.6,XXL,Category C,"Socket/Outlet plug, Cables, Fan, Holders, Switches, Ceiling Rose",ever,emp_2176
SI_5663,OR_5663,item_5763,652,176.98,115390.96,XXL,Category A,Cables,result,emp_616
SI_5664,OR_5664,item_5764,336,228.74,76856.64,S,Category A,Socket/Outlet plug,box,emp_1491
SI_5665,OR_5665,item_5765,287,675.97,194003.39,XXL,Category B,"Holders, Fan, Cables, Socket/Outlet plug",piece,emp_985
SI_5666,OR_5666,item_5766,989,488.39,483017.71,L,Category B,"Holders, Main Switch, Ceiling Rose, Socket/Outlet plug",whose,emp_2427
SI_5667,OR_5667,item_5767,590,458.3,270397.0,S,Category B,"Fan, LED Bulb, Switches",ahead,emp_297
