order_id,customer_id,order_date,order_time,total_order_amount
OR_5834,customer_101324,2020-02-19,22:07:00,77.8
OR_5835,customer_109405,2021-07-20,22:24:00,263.21
OR_5836,customer_105998,2021-01-28,19:52:00,274.1
OR_5837,customer_104287,2020-08-01,01:35:00,222.75
OR_5838,customer_109836,2021-09-06,15:14:00,448.0
OR_5839,customer_102469,2023-06-03,06:55:00,94.7
OR_5840,customer_109986,2023-10-13,20:40:00,474.52
OR_5841,customer_108570,2022-11-24,17:54:00,459.88
OR_5842,customer_103126,2023-02-26,06:34:00,396.9
OR_5843,customer_109217,2020-06-21,06:31:00,215.54
OR_5844,customer_109651,2021-03-22,13:47:00,77.9
OR_5845,customer_103305,2022-10-22,15:33:00,132.03
OR_5846,customer_102033,2020-04-05,19:44:00,327.43
OR_5847,customer_109033,2022-03-15,05:36:00,46.43
OR_5848,customer_10473,2021-03-21,06:55:00,106.55
OR_5849,customer_102645,2022-05-21,00:27:00,298.63
OR_5850,customer_102390,2021-01-05,07:44:00,437.17
OR_5851,customer_107942,2020-01-21,18:39:00,357.77
OR_5852,customer_10227,2021-04-19,18:05:00,391.78
OR_5853,customer_108325,2022-05-20,09:17:00,117.5
OR_5854,customer_109089,2022-10-18,00:50:00,92.31
OR_5855,customer_102007,2023-07-26,10:24:00,197.43
OR_5856,customer_105679,2022-10-24,03:23:00,389.41
OR_5857,customer_10692,2023-02-05,08:37:00,436.16
OR_5858,customer_101436,2023-12-17,00:41:00,34.6
OR_5859,customer_109194,2023-07-29,00:06:00,92.43
OR_5860,customer_10386,2021-01-03,19:59:00,211.62
OR_5861,customer_104922,2022-08-12,13:51:00,475.87
OR_5862,customer_109895,2023-03-12,20:19:00,430.22
OR_5863,customer_102941,2021-06-24,16:59:00,145.07
OR_5864,customer_108426,2021-01-07,21:33:00,114.69
OR_5865,customer_105966,2022-07-23,07:06:00,285.42
OR_5866,customer_1048,2021-05-13,22:11:00,277.2
OR_5867,customer_108143,2023-09-02,18:23:00,92.12
OR_5868,customer_108382,2023-01-03,07:55:00,478.96
OR_5869,customer_102622,2022-01-12,01:52:00,101.78
OR_5870,customer_104116,2021-05-06,08:48:00,282.16
OR_5871,customer_107266,2023-08-30,07:02:00,279.33
OR_5872,customer_10274,2021-11-04,05:30:00,294.94
OR_5873,customer_10371,2021-05-27,20:25:00,90.6
OR_5874,customer_10617,2020-04-12,06:58:00,147.43
OR_5875,customer_102136,2022-04-16,00:02:00,86.35
OR_5876,customer_103958,2020-08-18,08:12:00,452.19
OR_5877,customer_105391,2022-11-22,18:32:00,412.53
OR_5878,customer_103558,2022-07-25,09:00:00,112.9
OR_5879,customer_103886,2023-02-14,01:07:00,323.02
OR_5880,customer_101404,2022-03-08,09:45:00,289.31
OR_5881,customer_10986,2021-03-15,18:12:00,303.0
OR_5882,customer_108788,2022-07-12,01:48:00,412.94
OR_5883,customer_101618,2020-06-21,23:43:00,346.57
OR_5884,customer_109160,2023-02-15,23:16:00,391.37
OR_5885,customer_108677,2020-03-02,22:16:00,365.56
OR_5886,customer_102163,2020-09-26,04:52:00,488.99
OR_5887,customer_107671,2023-09-14,21:32:00,360.25
OR_5888,customer_10500,2020-06-04,10:56:00,196.33
OR_5889,customer_102991,2021-04-14,17:28:00,254.74
OR_5890,customer_109304,2023-11-21,09:02:00,446.82
OR_5891,customer_107142,2021-11-10,09:04:00,176.83
OR_5892,customer_106608,2022-08-20,17:28:00,85.57
OR_5893,customer_108030,2022-01-26,01:48:00,121.84
OR_5894,customer_102909,2022-06-28,20:51:00,281.18
OR_5895,customer_103398,2020-05-17,20:41:00,273.25
OR_5896,customer_102388,2020-01-25,00:03:00,318.54
OR_5897,customer_104664,2022-08-15,17:02:00,428.95
OR_5898,customer_105037,2021-03-04,04:46:00,458.16
OR_5899,customer_10456,2021-04-04,15:23:00,163.65
OR_5900,customer_104829,2022-03-20,20:52:00,449.6
OR_5901,customer_101340,2022-04-28,22:25:00,448.54
OR_5902,customer_108176,2021-10-03,02:53:00,219.63
OR_5903,customer_104292,2022-12-28,12:55:00,432.22
OR_5904,customer_104961,2021-05-02,23:26:00,87.06
OR_5905,customer_10414,2022-11-22,02:56:00,497.92
OR_5906,customer_107976,2021-06-11,19:08:00,408.88
OR_5907,customer_103673,2021-11-10,15:31:00,387.84
OR_5908,customer_107519,2020-07-10,11:09:00,212.49
OR_5909,customer_107486,2022-05-28,06:51:00,346.29
OR_5910,customer_104302,2021-05-31,16:03:00,405.1
OR_5911,customer_104225,2020-06-02,00:19:00,54.33
OR_5912,customer_105188,2023-07-24,02:57:00,159.86
OR_5913,customer_104682,2021-05-12,08:35:00,27.78
OR_5914,customer_102186,2022-08-06,08:57:00,24.12
OR_5915,customer_1016,2020-02-02,09:23:00,277.35
OR_5916,customer_109965,2021-03-05,00:35:00,342.67
OR_5917,customer_105479,2022-06-09,08:56:00,310.28
OR_5918,customer_105993,2021-07-25,09:17:00,389.97
OR_5919,customer_101618,2020-07-24,21:45:00,407.04
OR_5920,customer_10461,2020-08-01,04:02:00,109.59
OR_5921,customer_104500,2020-11-18,14:06:00,215.31
OR_5922,customer_109391,2023-02-27,21:48:00,425.6
OR_5923,customer_105218,2020-06-12,01:57:00,275.84
OR_5924,customer_108372,2023-12-11,20:23:00,13.09
OR_5925,customer_105894,2020-09-20,09:19:00,376.21
OR_5926,customer_106497,2023-03-11,04:16:00,356.89
OR_5927,customer_106286,2021-05-30,10:36:00,463.9
OR_5928,customer_109048,2020-09-01,15:28:00,338.29
OR_5929,customer_102846,2021-06-05,03:04:00,370.67
OR_5930,customer_102240,2023-08-19,06:46:00,451.78
OR_5931,customer_103403,2021-03-19,12:22:00,328.21
OR_5932,customer_10739,2022-12-11,20:23:00,249.55
OR_5933,customer_102804,2022-11-24,22:07:00,34.2
OR_5934,customer_106973,2020-07-05,21:40:00,63.36
OR_5935,customer_101636,2022-08-05,01:35:00,167.05
OR_5936,customer_101103,2023-06-11,21:17:00,171.37
OR_5937,customer_108771,2021-05-20,01:51:00,491.8
OR_5938,customer_106665,2022-01-23,10:41:00,183.83
OR_5939,customer_107704,2020-11-12,08:30:00,94.52
OR_5940,customer_106357,2020-02-19,21:00:00,424.23
OR_5941,customer_109367,2022-04-18,06:07:00,167.85
OR_5942,customer_104743,2020-07-31,04:39:00,58.25
OR_5943,customer_101927,2021-09-11,20:04:00,417.81
OR_5944,customer_108841,2020-09-01,18:51:00,453.49
OR_5945,customer_108464,2023-01-18,01:41:00,459.25
OR_5946,customer_109535,2021-08-14,03:39:00,454.86
OR_5947,customer_104874,2020-08-07,10:33:00,198.16
OR_5948,customer_104271,2023-03-15,06:51:00,299.96
OR_5949,customer_104933,2023-03-09,01:15:00,206.76
OR_5950,customer_103793,2020-08-17,10:12:00,278.53
OR_5951,customer_106072,2022-07-12,11:35:00,184.01
OR_5952,customer_107505,2021-06-29,10:17:00,225.03
OR_5953,customer_107619,2020-04-29,16:43:00,248.02
OR_5954,customer_101380,2021-02-01,00:21:00,393.51
OR_5955,customer_109022,2020-09-05,15:52:00,405.37
OR_5956,customer_101665,2022-10-01,11:08:00,36.53
OR_5957,customer_104045,2021-02-09,00:00:00,97.2
OR_5958,customer_107268,2021-10-26,16:14:00,73.77
OR_5959,customer_108288,2023-08-12,00:49:00,216.68
OR_5960,customer_109169,2020-07-27,19:15:00,110.12
OR_5961,customer_104879,2022-07-07,21:25:00,312.56
OR_5962,customer_10964,2020-12-26,00:25:00,68.44
OR_5963,customer_107800,2021-02-16,09:14:00,466.44
OR_5964,customer_105059,2020-05-25,09:26:00,462.63
OR_5965,customer_106732,2023-10-31,10:34:00,480.81
OR_5966,customer_108112,2022-12-25,00:35:00,424.11
OR_5967,customer_10189,2022-05-14,09:00:00,415.1
OR_5968,customer_10209,2020-06-04,09:11:00,429.51
OR_5969,customer_104213,2021-05-05,14:45:00,35.92
OR_5970,customer_101637,2020-05-20,12:37:00,395.72
OR_5971,customer_102151,2023-04-15,04:01:00,46.71
OR_5972,customer_10289,2022-11-14,04:45:00,449.54
OR_5973,customer_103647,2023-10-23,23:02:00,281.77
OR_5974,customer_107305,2023-03-20,06:57:00,269.57
OR_5975,customer_10274,2022-09-03,14:50:00,150.92
OR_5976,customer_107308,2023-09-13,21:47:00,431.91
OR_5977,customer_106297,2020-07-13,20:37:00,133.9
OR_5978,customer_108882,2020-05-20,14:00:00,388.83
OR_5979,customer_104241,2022-01-20,04:54:00,163.58
OR_5980,customer_105038,2023-09-13,08:41:00,138.64
OR_5981,customer_104680,2022-07-16,23:11:00,222.4
OR_5982,customer_105857,2023-06-27,01:55:00,497.0
OR_5983,customer_101571,2021-08-24,15:42:00,106.57
OR_5984,customer_104502,2020-10-07,03:02:00,21.65
OR_5985,customer_10641,2021-10-10,03:05:00,452.82
OR_5986,customer_101909,2021-04-23,09:00:00,360.09
OR_5987,customer_106996,2022-09-11,13:57:00,445.6
OR_5988,customer_107197,2022-04-18,06:50:00,342.44
OR_5989,customer_105221,2021-03-01,12:54:00,342.38
OR_5990,customer_106006,2020-09-22,14:10:00,163.32
OR_5991,customer_102636,2022-11-12,09:24:00,176.78
OR_5992,customer_109944,2022-03-14,05:27:00,204.47
OR_5993,customer_104685,2022-12-01,01:48:00,89.83
OR_5994,customer_10387,2022-03-19,22:48:00,171.75
OR_5995,customer_109555,2020-01-14,17:26:00,231.32
OR_5996,customer_107733,2020-05-15,00:39:00,59.58
OR_5997,customer_10456,2020-05-04,17:59:00,356.92
OR_5998,customer_103400,2022-07-13,11:43:00,18.45
OR_5999,customer_109674,2020-07-18,05:36:00,123.03
OR_6000,customer_108487,2022-01-17,23:11:00,25.88
OR_6001,customer_102748,2021-12-25,09:11:00,393.88
OR_6002,customer_103489,2023-06-19,04:08:00,317.03
OR_6003,customer_10671,2021-01-11,12:13:00,495.35
OR_6004,customer_104150,2021-08-15,17:44:00,107.19
OR_6005,customer_108035,2021-02-03,00:58:00,259.54
OR_6006,customer_102370,2023-05-26,11:03:00,226.91
OR_6007,customer_105838,2023-02-05,08:33:00,168.46
OR_6008,customer_109693,2022-07-12,04:40:00,456.47
OR_6009,customer_107084,2021-03-18,15:55:00,255.36
OR_6010,customer_108593,2023-03-15,14:11:00,111.77
OR_6011,customer_101326,2021-06-26,09:02:00,324.54
OR_6012,customer_102570,2021-07-05,16:59:00,488.8
OR_6013,customer_108396,2021-05-18,23:56:00,116.68
OR_6014,customer_107932,2022-09-04,05:52:00,426.51
OR_6015,customer_101811,2022-01-11,22:48:00,368.72
OR_6016,customer_101808,2021-01-25,02:13:00,473.81
OR_6017,customer_102231,2022-04-30,00:39:00,450.36
OR_6018,customer_103313,2023-10-16,22:28:00,394.27
OR_6019,customer_101529,2021-08-22,07:24:00,434.63
OR_6020,customer_108072,2021-07-21,05:41:00,362.93
OR_6021,customer_106058,2023-02-18,15:53:00,218.22
OR_6022,customer_103919,2021-04-11,03:07:00,208.4
OR_6023,customer_105843,2022-12-25,16:56:00,326.71
OR_6024,customer_101511,2020-11-05,22:19:00,233.67
OR_6025,customer_108335,2022-08-07,12:48:00,293.33
OR_6026,customer_109018,2021-09-26,15:05:00,167.04
OR_6027,customer_106072,2020-03-20,22:37:00,280.78
OR_6028,customer_101618,2022-06-23,11:47:00,61.78
OR_6029,customer_106117,2022-12-10,18:12:00,387.51
OR_6030,customer_104652,2022-01-16,09:22:00,243.69
OR_6031,customer_102505,2023-09-27,00:28:00,473.79
OR_6032,customer_10139,2021-08-30,06:55:00,464.35
OR_6033,customer_105335,2021-07-02,17:32:00,326.86
OR_6034,customer_105384,2021-10-13,23:59:00,226.58
OR_6035,customer_106013,2021-09-18,11:36:00,60.04
OR_6036,customer_104330,2020-09-02,23:31:00,440.21
OR_6037,customer_109512,2022-12-10,14:48:00,50.96
OR_6038,customer_104941,2022-12-29,16:33:00,450.52
OR_6039,customer_107651,2023-02-03,21:45:00,174.01
OR_6040,customer_101075,2023-09-20,07:46:00,283.85
OR_6041,customer_105646,2022-05-09,04:56:00,220.7
OR_6042,customer_107071,2020-05-30,18:11:00,499.11
OR_6043,customer_102057,2022-09-05,18:43:00,60.21
OR_6044,customer_104987,2020-02-06,03:50:00,284.22
OR_6045,customer_108555,2023-11-24,16:51:00,71.21
OR_6046,customer_106168,2023-10-21,04:42:00,445.33
OR_6047,customer_108311,2023-05-24,23:50:00,368.59
OR_6048,customer_104995,2021-06-17,15:58:00,291.52
OR_6049,customer_106191,2021-11-04,23:20:00,252.93
OR_6050,customer_105036,2020-07-07,12:15:00,379.23
OR_6051,customer_106043,2022-05-30,18:15:00,394.51
OR_6052,customer_107783,2020-02-26,20:23:00,134.67
OR_6053,customer_107965,2021-02-04,18:01:00,115.62
OR_6054,customer_101136,2022-10-14,01:37:00,381.6
OR_6055,customer_102590,2022-06-21,04:59:00,292.15
OR_6056,customer_109993,2022-08-09,03:16:00,326.78
OR_6057,customer_105951,2022-08-07,22:12:00,216.3
OR_6058,customer_109565,2021-10-28,10:44:00,392.45
OR_6059,customer_109955,2020-04-09,02:26:00,343.88
OR_6060,customer_108906,2022-05-19,03:37:00,253.01
OR_6061,customer_106863,2023-03-31,19:36:00,254.03
OR_6062,customer_102146,2020-01-01,14:48:00,341.87
OR_6063,customer_102553,2021-01-04,22:08:00,271.91
OR_6064,customer_109186,2022-09-27,05:18:00,243.39
OR_6065,customer_104314,2022-01-23,03:52:00,459.89
OR_6066,customer_101968,2021-04-02,21:56:00,465.83
OR_6067,customer_102299,2020-07-07,08:35:00,267.96
OR_6068,customer_103037,2021-11-22,23:14:00,151.61
OR_6069,customer_101466,2021-10-22,19:01:00,85.49
OR_6070,customer_102194,2022-02-04,19:18:00,323.11
OR_6071,customer_106728,2021-02-01,16:57:00,306.94
OR_6072,customer_104071,2022-05-15,02:59:00,70.94
OR_6073,customer_107737,2022-08-31,05:49:00,121.64
OR_6074,customer_103110,2023-02-16,23:16:00,474.46
OR_6075,customer_101508,2023-01-01,09:06:00,171.44
OR_6076,customer_106260,2023-02-06,01:29:00,142.43
OR_6077,customer_105257,2020-06-06,09:26:00,120.74
OR_6078,customer_102993,2022-08-11,00:13:00,222.78
OR_6079,customer_106358,2022-09-11,12:26:00,186.02
OR_6080,customer_106811,2023-03-20,22:49:00,65.47
OR_6081,customer_106186,2021-03-15,10:20:00,318.39
OR_6082,customer_104004,2023-10-08,14:29:00,77.87
OR_6083,customer_101336,2022-06-01,05:36:00,165.79
OR_6084,customer_105497,2020-10-31,10:10:00,468.69
OR_6085,customer_102427,2021-01-07,19:42:00,102.11
OR_6086,customer_107418,2021-12-20,02:27:00,102.14
OR_6087,customer_107141,2021-06-29,15:24:00,10.36
OR_6088,customer_103982,2023-10-17,13:30:00,260.24
OR_6089,customer_105603,2023-01-15,11:20:00,230.17
OR_6090,customer_102315,2023-04-07,07:53:00,219.21
OR_6091,customer_106592,2020-09-26,04:44:00,198.66
OR_6092,customer_10385,2022-06-20,08:33:00,63.95
OR_6093,customer_109861,2021-12-14,08:06:00,158.68
OR_6094,customer_106361,2021-09-27,09:47:00,44.2
OR_6095,customer_106207,2022-09-08,05:04:00,106.01
OR_6096,customer_104843,2020-09-22,14:24:00,119.39
OR_6097,customer_104654,2023-06-01,00:23:00,315.11
OR_6098,customer_107429,2021-01-04,02:36:00,60.5
OR_6099,customer_106275,2022-06-27,17:07:00,263.81
OR_6100,customer_108095,2022-06-10,07:39:00,124.89
OR_6101,customer_103511,2020-09-19,15:33:00,313.14
OR_6102,customer_108920,2021-12-02,11:41:00,471.41
OR_6103,customer_107339,2021-01-17,03:16:00,448.75
OR_6104,customer_103433,2022-05-18,00:46:00,203.12
OR_6105,customer_102065,2022-08-21,21:38:00,458.19
OR_6106,customer_105932,2021-08-23,03:45:00,194.26
OR_6107,customer_10323,2020-01-25,15:14:00,282.78
OR_6108,customer_105487,2023-03-11,03:27:00,174.2
OR_6109,customer_109224,2023-01-02,00:00:00,14.4
OR_6110,customer_109083,2022-02-13,08:52:00,138.93
OR_6111,customer_102992,2021-10-20,06:25:00,498.48
OR_6112,customer_107582,2020-12-02,07:42:00,248.3
OR_6113,customer_107547,2023-05-23,13:44:00,380.98
OR_6114,customer_106547,2021-04-13,03:05:00,342.84
OR_6115,customer_108307,2020-08-15,04:43:00,181.15
OR_6116,customer_103226,2020-01-19,23:07:00,340.13
OR_6117,customer_109825,2023-11-14,03:46:00,180.7
OR_6118,customer_109731,2023-10-11,15:22:00,460.32
OR_6119,customer_101177,2021-04-10,23:08:00,25.74
OR_6120,customer_101187,2021-03-17,00:46:00,398.47
OR_6121,customer_106690,2022-01-13,07:22:00,78.47
OR_6122,customer_106990,2021-02-15,14:19:00,445.22
OR_6123,customer_104604,2022-02-25,22:01:00,481.22
OR_6124,customer_105179,2022-09-26,11:09:00,264.49
OR_6125,customer_107342,2021-08-05,22:26:00,314.56
OR_6126,customer_108608,2023-07-06,21:07:00,445.82
OR_6127,customer_105618,2023-10-09,16:05:00,326.61
OR_6128,customer_10646,2021-05-01,14:30:00,44.55
OR_6129,customer_107919,2021-09-25,07:47:00,464.65
OR_6130,customer_104310,2021-11-19,23:32:00,181.42
OR_6131,customer_103184,2022-02-14,04:44:00,484.88
OR_6132,customer_108718,2022-11-04,09:44:00,160.42
OR_6133,customer_102577,2023-05-11,16:11:00,376.29
OR_6134,customer_103091,2023-06-26,12:11:00,250.69
OR_6135,customer_105202,2022-04-09,04:12:00,224.09
OR_6136,customer_104030,2023-02-14,05:16:00,89.88
OR_6137,customer_101905,2023-11-16,13:38:00,242.53
OR_6138,customer_105566,2022-05-07,07:14:00,380.74
OR_6139,customer_106996,2022-02-12,12:50:00,400.21
OR_6140,customer_105475,2020-08-24,08:00:00,206.97
OR_6141,customer_108488,2020-03-27,03:36:00,182.04
OR_6142,customer_102773,2021-05-11,03:01:00,69.63
OR_6143,customer_106137,2021-09-20,02:15:00,97.53
OR_6144,customer_102857,2020-12-08,23:08:00,193.89
OR_6145,customer_101282,2022-10-24,17:54:00,245.6
OR_6146,customer_108961,2021-07-10,00:31:00,439.0
OR_6147,customer_101425,2021-01-30,02:44:00,399.96
OR_6148,customer_108918,2021-06-19,04:51:00,230.62
OR_6149,customer_1091,2023-09-02,12:29:00,207.8
OR_6150,customer_104994,2020-05-29,00:57:00,92.05
OR_6151,customer_107271,2023-02-17,17:08:00,17.15
OR_6152,customer_108555,2022-04-05,20:01:00,485.39
OR_6153,customer_108511,2022-05-12,07:49:00,55.46
OR_6154,customer_109026,2023-08-19,19:21:00,159.23
OR_6155,customer_107510,2021-02-26,11:46:00,442.38
OR_6156,customer_104226,2020-03-04,15:13:00,383.04
OR_6157,customer_104123,2023-02-26,23:30:00,45.67
OR_6158,customer_109094,2021-07-28,13:46:00,424.1
OR_6159,customer_108595,2020-11-07,08:49:00,466.52
OR_6160,customer_10473,2021-06-16,05:44:00,43.14
OR_6161,customer_10705,2020-04-21,00:52:00,363.68
OR_6162,customer_107569,2021-09-24,08:33:00,14.92
OR_6163,customer_101366,2021-05-02,17:27:00,111.11
OR_6164,customer_109645,2022-08-15,12:01:00,269.8
OR_6165,customer_106484,2021-03-16,04:57:00,233.38
OR_6166,customer_102359,2021-11-04,06:22:00,490.51
OR_6167,customer_109597,2022-08-11,02:35:00,437.01
OR_6168,customer_105358,2023-01-04,09:23:00,440.03
OR_6169,customer_106279,2020-05-03,04:25:00,461.42
OR_6170,customer_105009,2022-11-07,08:50:00,54.96
OR_6171,customer_101329,2020-03-25,19:10:00,53.59
OR_6172,customer_104930,2023-08-10,09:36:00,376.39
OR_6173,customer_103784,2022-03-11,22:26:00,355.9
OR_6174,customer_102331,2020-08-30,03:17:00,493.8
OR_6175,customer_106512,2023-09-16,20:20:00,113.06
OR_6176,customer_109972,2023-08-12,05:39:00,129.09
OR_6177,customer_10452,2021-02-24,20:47:00,443.16
OR_6178,customer_103272,2023-10-07,14:56:00,495.72
OR_6179,customer_103879,2021-01-16,02:35:00,69.88
OR_6180,customer_105204,2021-02-18,18:19:00,482.06
OR_6181,customer_101663,2023-11-25,16:25:00,423.98
OR_6182,customer_102368,2021-06-15,03:04:00,445.69
OR_6183,customer_108061,2021-09-02,22:58:00,29.63
OR_6184,customer_105728,2022-10-22,11:17:00,48.29
OR_6185,customer_109473,2023-08-01,08:43:00,351.6
OR_6186,customer_10143,2022-03-23,08:18:00,43.4
OR_6187,customer_101532,2023-03-25,01:25:00,112.29
OR_6188,customer_107950,2023-01-04,23:36:00,287.9
OR_6189,customer_108142,2022-12-11,08:25:00,393.5
OR_6190,customer_104262,2022-03-23,16:52:00,219.75
OR_6191,customer_109106,2022-11-01,23:40:00,234.07
OR_6192,customer_10891,2020-07-24,00:30:00,137.48
OR_6193,customer_106882,2022-02-13,01:18:00,361.16
OR_6194,customer_101726,2023-10-12,07:46:00,175.56
OR_6195,customer_103811,2020-03-02,22:30:00,248.63
OR_6196,customer_109093,2021-12-20,16:11:00,32.65
OR_6197,customer_10856,2023-09-12,13:46:00,222.56
OR_6198,customer_107833,2022-11-06,18:38:00,29.78
OR_6199,customer_106239,2023-11-05,00:15:00,291.02
OR_6200,customer_101583,2022-04-27,06:02:00,369.45
OR_6201,customer_104195,2021-01-17,19:59:00,145.92
OR_6202,customer_105347,2020-03-21,11:11:00,343.87
OR_6203,customer_10530,2022-06-03,05:19:00,19.09
OR_6204,customer_107179,2021-07-21,17:35:00,320.57
OR_6205,customer_103341,2022-07-28,15:20:00,210.76
OR_6206,customer_101789,2020-01-07,16:19:00,389.19
OR_6207,customer_106491,2022-05-16,07:44:00,465.0
OR_6208,customer_108369,2023-07-11,05:45:00,423.11
OR_6209,customer_103795,2022-06-19,03:30:00,495.4
OR_6210,customer_103614,2020-01-07,20:32:00,18.32
OR_6211,customer_106197,2022-12-12,00:29:00,337.22
OR_6212,customer_106039,2021-02-04,13:56:00,270.5
OR_6213,customer_103305,2023-09-19,07:39:00,212.02
OR_6214,customer_103546,2023-03-20,15:55:00,32.56
OR_6215,customer_103158,2022-04-26,22:35:00,267.44
OR_6216,customer_107679,2020-10-23,08:49:00,288.45
OR_6217,customer_106362,2020-07-27,13:04:00,470.86
OR_6218,customer_104531,2023-12-25,17:44:00,432.9
OR_6219,customer_107916,2022-10-18,17:50:00,61.32
OR_6220,customer_107588,2022-10-14,17:17:00,441.78
OR_6221,customer_104596,2023-09-28,12:40:00,394.28
OR_6222,customer_105294,2021-07-07,10:23:00,465.54
OR_6223,customer_101808,2020-09-15,07:59:00,347.01
OR_6224,customer_10396,2021-10-10,22:31:00,10.39
OR_6225,customer_10596,2022-03-29,21:37:00,101.43
OR_6226,customer_10745,2021-06-30,04:39:00,396.93
OR_6227,customer_104948,2020-01-18,10:41:00,43.66
OR_6228,customer_101423,2021-12-23,06:55:00,299.83
OR_6229,customer_105624,2020-02-23,21:22:00,226.92
OR_6230,customer_1011,2023-07-14,23:29:00,240.91
OR_6231,customer_104176,2020-10-24,15:55:00,410.41
OR_6232,customer_104797,2022-12-23,18:39:00,399.39
OR_6233,customer_103040,2020-03-18,16:21:00,225.6
OR_6234,customer_107058,2021-09-16,17:49:00,368.62
OR_6235,customer_104885,2021-10-31,13:13:00,464.47
OR_6236,customer_103658,2022-09-19,14:14:00,465.23
OR_6237,customer_107605,2020-07-20,07:48:00,127.87
OR_6238,customer_102302,2022-01-27,12:54:00,289.16
OR_6239,customer_101834,2022-11-17,22:39:00,299.56
OR_6240,customer_109999,2020-11-01,11:18:00,210.34
OR_6241,customer_101687,2023-07-17,04:05:00,210.03
OR_6242,customer_10188,2022-04-25,15:56:00,205.15
OR_6243,customer_104311,2023-04-23,13:29:00,419.21
OR_6244,customer_103289,2022-04-19,23:08:00,468.04
OR_6245,customer_106266,2023-10-02,16:57:00,378.95
OR_6246,customer_107549,2023-03-17,19:42:00,76.75
OR_6247,customer_107391,2023-03-02,03:39:00,468.46
OR_6248,customer_102043,2020-05-05,12:12:00,361.92
OR_6249,customer_105766,2022-12-31,09:14:00,462.37
OR_6250,customer_101627,2021-10-04,08:53:00,464.43
OR_6251,customer_107332,2023-05-06,19:41:00,109.96
OR_6252,customer_103712,2021-12-22,21:32:00,96.88
OR_6253,customer_103484,2020-01-02,11:21:00,25.55
OR_6254,customer_107467,2021-12-16,20:03:00,276.06
OR_6255,customer_103501,2022-11-17,16:02:00,426.41
OR_6256,customer_102086,2023-06-17,18:32:00,161.73
OR_6257,customer_10283,2023-02-08,15:58:00,266.9
OR_6258,customer_105136,2021-05-26,21:37:00,248.81
OR_6259,customer_101455,2021-01-31,05:49:00,433.9
OR_6260,customer_105766,2022-04-10,15:24:00,300.06
OR_6261,customer_108309,2020-05-23,02:20:00,366.68
OR_6262,customer_107643,2022-09-12,14:22:00,484.95
OR_6263,customer_105323,2021-04-24,11:20:00,196.9
OR_6264,customer_106096,2022-07-03,01:21:00,481.86
OR_6265,customer_103429,2021-01-26,00:37:00,395.89
OR_6266,customer_106933,2023-10-19,19:37:00,388.05
OR_6267,customer_101351,2021-10-14,13:36:00,45.68
OR_6268,customer_101224,2020-07-27,21:23:00,11.03
OR_6269,customer_102691,2020-12-25,22:58:00,261.05
OR_6270,customer_101434,2020-09-23,05:15:00,10.43
OR_6271,customer_101738,2023-11-09,19:26:00,352.28
OR_6272,customer_101011,2020-02-24,04:55:00,337.52
OR_6273,customer_10720,2022-04-13,11:12:00,488.32
OR_6274,customer_106109,2020-01-18,13:54:00,425.7
OR_6275,customer_106933,2022-07-05,12:17:00,119.68
OR_6276,customer_107156,2022-04-25,10:26:00,25.4
OR_6277,customer_106093,2021-12-25,18:54:00,196.63
OR_6278,customer_108559,2021-07-15,04:42:00,349.36
OR_6279,customer_10182,2022-06-01,01:07:00,412.92
OR_6280,customer_107684,2021-11-05,01:36:00,83.39
OR_6281,customer_106704,2020-02-10,03:07:00,95.52
OR_6282,customer_10853,2023-06-02,08:59:00,215.5
OR_6283,customer_105338,2023-02-10,01:19:00,40.83
OR_6284,customer_105171,2021-05-11,17:56:00,361.31
OR_6285,customer_106424,2022-09-18,05:23:00,277.31
OR_6286,customer_108053,2023-06-17,22:28:00,302.1
OR_6287,customer_103023,2021-08-01,09:43:00,171.9
OR_6288,customer_10429,2021-07-12,00:14:00,146.03
OR_6289,customer_107916,2022-02-14,10:14:00,156.18
OR_6290,customer_109713,2023-08-04,09:09:00,254.36
OR_6291,customer_107544,2021-09-14,05:53:00,74.7
OR_6292,customer_10460,2020-03-23,11:15:00,424.9
OR_6293,customer_109507,2020-11-06,08:40:00,23.05
OR_6294,customer_109634,2020-05-30,23:19:00,86.14
OR_6295,customer_1084,2023-12-20,02:55:00,214.01
OR_6296,customer_105816,2023-09-29,22:46:00,177.92
OR_6297,customer_106188,2023-02-09,04:06:00,201.06
OR_6298,customer_102756,2021-11-05,06:00:00,382.54
OR_6299,customer_107549,2020-03-31,11:47:00,123.66
OR_6300,customer_106663,2022-04-07,14:05:00,204.81
OR_6301,customer_104285,2020-11-04,01:43:00,384.73
OR_6302,customer_102929,2020-10-22,20:09:00,314.5
OR_6303,customer_10419,2020-09-21,03:26:00,158.93
OR_6304,customer_108860,2021-11-29,23:16:00,238.38
OR_6305,customer_104164,2020-06-04,22:09:00,170.05
OR_6306,customer_102874,2020-06-24,00:53:00,487.34
OR_6307,customer_102479,2021-02-02,01:05:00,213.16
OR_6308,customer_109962,2023-02-13,08:35:00,30.59
OR_6309,customer_103832,2022-06-18,19:14:00,38.26
OR_6310,customer_102852,2021-11-09,23:51:00,495.49
OR_6311,customer_101106,2023-05-02,14:48:00,332.41
OR_6312,customer_102151,2020-04-13,05:33:00,371.87
OR_6313,customer_109203,2020-08-24,15:21:00,368.26
OR_6314,customer_105581,2020-08-04,08:13:00,350.46
