order_id,amount,profit,quantity,category,payment_method
OR_8965,494.93,174.01,2,Category B,Mobile Payment
OR_8095,288.33,101.69,7,Category B,Card
OR_1131,480.36,164.21,9,Category B,COD
OR_3663,109.7,29.9,10,Category A,Mobile Payment
OR_8091,452.0,127.88,8,Category C,COD
OR_5306,462.38,205.06,6,Category B,Card
OR_3958,29.43,13.33,7,Category B,EMI
OR_4570,452.07,181.04,8,Category C,Mobile Payment
OR_5530,385.03,167.5,1,Category B,Checks
OR_5918,320.33,78.12,5,Category C,Checks
OR_7882,243.49,46.25,9,Category B,Checks
OR_6333,40.37,18.79,10,Category C,COD
OR_3330,292.85,87.83,7,Category B,EMI
OR_786,192.58,39.8,3,Category A,Card
OR_1592,159.86,78.25,6,Category B,Card
OR_9443,353.36,151.72,3,Category B,EMI
OR_6014,178.18,88.62,8,Category B,COD
OR_3394,402.02,156.2,2,Category B,Checks
OR_9285,470.15,64.27,2,Category B,COD
OR_7771,405.71,96.17,8,Category C,COD
OR_4184,451.19,81.76,8,Category B,EMI
OR_3791,316.03,107.36,9,Category A,Mobile Payment
OR_2323,179.78,38.27,6,Category C,EMI
OR_7934,236.82,73.78,8,Category C,Mobile Payment
OR_8320,236.84,108.07,2,Category C,COD
OR_2056,428.4,211.47,4,Category B,Checks
OR_8326,68.9,18.33,9,Category C,COD
OR_8214,445.33,103.15,8,Category B,EMI
OR_4834,106.85,13.2,8,Category B,EMI
OR_2237,296.82,51.02,3,Category B,EMI
OR_4220,305.36,139.15,9,Category A,EMI
OR_2689,80.0,9.73,2,Category B,Card
OR_4116,406.05,195.13,10,Category B,COD
OR_4209,21.26,10.61,6,Category C,EMI
OR_1835,156.6,31.33,6,Category A,Checks
OR_5833,50.0,8.59,1,Category C,Checks
OR_8560,162.25,65.05,3,Category B,COD
OR_5328,58.05,12.68,6,Category C,Checks
OR_9409,112.64,48.37,9,Category A,EMI
OR_8833,46.22,22.17,1,Category C,Card
OR_279,349.36,58.94,8,Category C,COD
OR_9439,424.97,207.82,10,Category B,EMI
OR_788,447.23,213.8,3,Category C,Card
OR_8694,216.86,104.05,2,Category A,Card
OR_8363,450.87,120.13,4,Category B,Checks
OR_9462,287.15,100.67,7,Category A,Card
OR_5004,227.3,104.14,6,Category B,COD
OR_8756,189.18,88.13,7,Category B,EMI
OR_480,136.46,53.12,6,Category B,COD
OR_387,286.02,109.78,5,Category B,Mobile Payment
OR_5201,435.0,135.75,8,Category B,Card
OR_5888,352.81,165.19,6,Category B,Checks
OR_9540,438.8,203.75,4,Category B,COD
OR_2562,305.78,44.11,4,Category B,Card
OR_8996,234.33,47.02,6,Category B,EMI
OR_2964,32.77,14.02,1,Category C,Mobile Payment
OR_4679,458.48,103.47,5,Category C,Mobile Payment
OR_206,156.43,49.25,2,Category B,Mobile Payment
OR_9641,162.9,38.79,8,Category B,Mobile Payment
OR_2046,494.59,91.66,2,Category C,Mobile Payment
OR_9066,34.6,5.14,2,Category A,Mobile Payment
OR_7725,235.65,50.34,10,Category A,EMI
OR_5975,137.37,49.02,2,Category C,Checks
OR_595,429.03,208.43,5,Category C,Checks
OR_6812,390.37,126.19,1,Category C,EMI
OR_825,385.36,164.32,10,Category A,Mobile Payment
OR_2649,20.31,6.45,8,Category A,Mobile Payment
OR_2566,418.18,202.69,10,Category C,Card
OR_8798,347.96,87.12,10,Category C,Checks
OR_2353,86.63,12.98,1,Category A,Checks
OR_7991,24.84,3.18,3,Category B,Card
OR_2701,346.25,111.62,10,Category A,Checks
OR_2927,56.73,11.58,5,Category C,Checks
OR_2670,128.26,31.47,9,Category B,EMI
OR_106,491.49,53.06,9,Category B,Checks
OR_1135,477.38,225.76,2,Category A,EMI
OR_2751,496.1,53.31,3,Category B,EMI
OR_6569,152.21,52.98,3,Category B,Mobile Payment
OR_2155,421.97,48.0,6,Category B,Mobile Payment
OR_1920,77.36,35.8,9,Category C,Mobile Payment
OR_8528,10.77,4.28,7,Category C,Checks
OR_2916,449.68,150.21,3,Category A,EMI
OR_8011,390.33,76.16,9,Category C,EMI
OR_5817,229.61,28.78,1,Category B,Mobile Payment
OR_6041,156.23,77.86,3,Category C,Card
OR_8500,20.67,8.09,7,Category B,Checks
OR_3531,246.74,46.63,7,Category C,Checks
OR_156,196.71,75.89,9,Category B,COD
OR_6865,490.1,172.63,9,Category B,Mobile Payment
OR_3868,28.53,9.1,8,Category C,EMI
OR_3312,420.93,79.94,6,Category C,Mobile Payment
OR_8042,241.77,93.53,9,Category A,Card
OR_5834,257.27,61.31,4,Category A,EMI
OR_3303,62.63,13.55,7,Category C,Card
OR_5012,113.81,53.72,8,Category C,COD
OR_657,139.8,63.91,2,Category B,EMI
OR_4230,470.77,63.04,6,Category C,Card
OR_3330,89.47,44.51,6,Category A,EMI
OR_2262,144.2,32.99,3,Category A,Card
OR_1481,116.84,26.61,9,Category A,Checks
OR_9263,383.78,76.5,9,Category B,EMI
OR_5445,312.82,104.58,7,Category A,Mobile Payment
OR_2062,458.56,212.93,2,Category C,Mobile Payment
OR_8348,106.79,48.41,10,Category C,EMI
OR_5328,307.68,41.73,10,Category A,COD
OR_2269,401.96,175.75,1,Category C,Checks
OR_1461,436.31,71.73,7,Category B,EMI
OR_9141,293.37,140.67,4,Category C,EMI
OR_8837,149.61,58.56,10,Category C,Mobile Payment
OR_3577,398.48,130.14,7,Category B,Mobile Payment
OR_1490,232.48,59.82,8,Category B,Card
OR_2500,381.9,141.53,10,Category A,COD
OR_3638,450.39,136.82,9,Category C,EMI
OR_3145,219.87,86.56,9,Category C,Mobile Payment
OR_7066,359.28,136.67,6,Category A,Checks
OR_7898,462.66,118.92,7,Category A,Checks
OR_2848,331.41,122.22,7,Category C,Checks
OR_2168,375.01,155.59,1,Category C,COD
OR_6935,425.31,133.75,6,Category B,Card
OR_6846,77.47,20.41,4,Category A,Card
OR_3370,385.57,115.74,6,Category A,Card
OR_5966,322.3,125.93,2,Category C,EMI
OR_7786,266.44,46.69,5,Category A,Checks
OR_7924,470.38,133.39,6,Category B,Card
OR_5754,411.99,44.86,2,Category C,Card
OR_6029,18.47,1.88,8,Category A,EMI
OR_3763,372.24,177.27,10,Category C,EMI
OR_5023,320.26,132.08,2,Category C,Mobile Payment
OR_4686,476.06,78.41,5,Category C,EMI
OR_8670,193.51,26.54,9,Category A,COD
OR_4904,114.46,30.09,5,Category A,Card
OR_8085,485.2,212.72,7,Category C,EMI
OR_2963,216.56,28.29,5,Category C,Mobile Payment
OR_6400,373.05,147.06,7,Category C,EMI
OR_4066,438.54,137.1,7,Category C,Checks
OR_9571,385.68,45.2,4,Category B,Checks
OR_1089,170.17,25.4,1,Category A,Mobile Payment
OR_8952,136.48,37.2,3,Category A,COD
OR_3758,249.18,81.04,10,Category C,Checks
OR_6428,260.4,36.51,8,Category B,EMI
OR_9263,474.4,154.22,7,Category C,Mobile Payment
OR_2315,292.42,73.43,7,Category A,Mobile Payment
OR_591,101.92,46.5,7,Category A,Mobile Payment
OR_8417,486.2,159.28,10,Category C,EMI
OR_3272,73.07,15.73,2,Category B,Mobile Payment
OR_8649,120.34,30.23,3,Category A,EMI
OR_9254,271.12,124.39,2,Category C,Checks
OR_7547,379.56,169.49,1,Category A,Mobile Payment
OR_5489,102.93,36.59,9,Category C,EMI
OR_3969,255.27,88.87,4,Category C,Mobile Payment
OR_7057,122.87,48.93,10,Category B,Mobile Payment
OR_4185,486.65,132.62,2,Category A,Card
OR_1228,139.07,58.72,8,Category B,Mobile Payment
OR_8938,472.65,51.2,9,Category C,Checks
OR_5244,210.74,76.71,3,Category C,Card
OR_2315,110.42,41.45,3,Category C,EMI
OR_5644,319.66,148.48,2,Category B,EMI
OR_9256,152.44,50.28,10,Category A,EMI
OR_432,165.39,57.42,5,Category C,Mobile Payment
OR_5044,46.44,20.52,2,Category A,Checks
OR_7189,311.52,103.71,4,Category A,EMI
OR_7052,36.06,17.88,8,Category C,Mobile Payment
OR_5389,291.31,54.55,8,Category B,Mobile Payment
OR_1543,160.36,53.44,8,Category C,EMI
OR_6501,16.92,3.0,1,Category C,COD
OR_3342,146.1,60.13,3,Category C,EMI
OR_3812,278.38,132.05,2,Category B,Checks
OR_6389,86.96,11.93,3,Category A,Card
OR_7309,375.44,54.69,9,Category A,Checks
OR_7914,83.93,28.09,10,Category C,EMI
OR_5062,488.81,157.48,5,Category B,COD
OR_2825,409.48,182.54,4,Category A,COD
OR_5873,373.62,130.84,3,Category B,COD
OR_3202,15.02,2.73,1,Category C,Card
OR_2943,326.68,44.16,1,Category C,COD
OR_5128,403.25,159.53,9,Category A,Mobile Payment
OR_8017,458.71,136.72,4,Category C,Checks
OR_2469,376.83,175.04,2,Category B,Mobile Payment
OR_1045,55.03,26.04,1,Category C,Checks
OR_6946,93.04,27.39,7,Category C,Card
OR_2929,221.5,108.24,6,Category B,Card
OR_425,466.61,142.74,2,Category B,Card
OR_5457,384.81,98.64,1,Category A,EMI
OR_7572,47.46,4.98,2,Category C,Card
OR_4909,217.56,96.12,7,Category A,COD
OR_1584,302.97,117.19,3,Category C,Mobile Payment
OR_1320,197.48,48.82,2,Category C,EMI
OR_3070,196.15,63.49,4,Category A,EMI
OR_358,454.68,76.4,8,Category A,Mobile Payment
OR_3099,455.57,118.88,7,Category B,Card
OR_7853,446.8,70.43,9,Category A,Card
OR_9372,325.48,156.16,10,Category A,Mobile Payment
OR_8385,356.86,150.73,9,Category A,Card
OR_2962,153.42,61.63,9,Category B,Checks
OR_8376,463.9,76.76,10,Category A,COD
OR_4844,333.12,65.94,1,Category A,COD
OR_4738,371.32,173.63,3,Category C,EMI
OR_3461,283.91,113.95,1,Category C,Card
OR_2472,403.8,114.79,3,Category C,Mobile Payment
OR_8483,268.64,32.95,6,Category C,EMI
OR_5970,76.66,23.42,2,Category C,Card
OR_4429,283.04,35.9,5,Category A,COD
OR_4047,231.86,87.01,4,Category B,EMI
OR_1576,147.81,59.01,3,Category C,EMI
OR_1324,24.77,2.48,1,Category C,Card
OR_1654,22.52,4.22,5,Category C,Card
OR_7832,398.92,128.73,3,Category A,Checks
OR_7401,72.58,13.3,2,Category A,Card
OR_4604,301.8,97.06,5,Category C,COD
OR_918,486.83,171.33,3,Category B,COD
OR_6682,69.57,21.74,10,Category C,Checks
OR_8787,206.02,77.97,4,Category B,EMI
OR_1365,41.87,13.02,7,Category A,Checks
OR_4367,168.94,56.19,3,Category A,EMI
OR_9373,246.21,108.46,5,Category B,Mobile Payment
OR_2067,429.75,141.79,6,Category C,COD
OR_9298,367.85,179.65,3,Category C,Card
OR_645,223.79,25.15,7,Category B,Checks
OR_9440,320.13,92.01,5,Category B,COD
OR_3541,336.21,81.2,6,Category C,Checks
OR_1187,486.96,101.19,6,Category A,Checks
OR_51,362.89,43.73,2,Category A,Checks
OR_9420,248.69,119.83,8,Category B,Checks
OR_615,469.05,171.16,3,Category A,Mobile Payment
OR_1890,179.18,84.47,2,Category B,COD
OR_2872,326.63,146.09,7,Category B,Card
OR_3421,213.9,89.23,5,Category A,Card
OR_8198,68.25,28.11,2,Category A,Mobile Payment
OR_1611,137.71,45.45,8,Category B,Card
OR_3893,67.76,25.96,10,Category B,Checks
OR_8663,235.68,39.3,4,Category A,Checks
OR_154,429.67,144.08,3,Category C,Card
OR_7789,145.64,43.31,9,Category C,Checks
OR_3686,373.94,131.15,6,Category C,Mobile Payment
OR_4383,378.66,89.48,4,Category A,COD
OR_53,403.37,46.71,8,Category C,EMI
OR_9569,412.13,92.75,7,Category B,Mobile Payment
OR_6593,244.23,93.63,2,Category B,Card
OR_7265,380.71,79.59,8,Category C,COD
OR_1785,209.25,67.01,1,Category C,Mobile Payment
OR_1960,233.99,41.61,1,Category A,EMI
OR_8497,310.68,53.6,8,Category B,EMI
OR_8177,404.92,150.98,7,Category C,EMI
OR_2465,432.02,206.64,9,Category A,Card
OR_3161,191.04,82.3,7,Category C,EMI
OR_2542,314.34,39.65,9,Category C,COD
OR_1845,65.11,25.95,6,Category B,Checks
OR_403,66.84,15.77,4,Category B,COD
OR_6,130.9,21.59,10,Category C,Checks
OR_4174,364.44,81.8,2,Category A,COD
OR_8059,35.3,8.4,5,Category A,COD
OR_9399,211.85,97.29,6,Category B,Checks
OR_6482,379.44,49.36,2,Category B,Mobile Payment
OR_4361,208.28,58.05,5,Category C,EMI
OR_119,96.53,16.39,5,Category A,Checks
OR_8211,16.22,4.47,8,Category A,Card
OR_1666,151.11,71.36,4,Category A,Checks
OR_2892,448.83,95.4,5,Category C,Checks
OR_9662,309.6,42.39,9,Category C,Mobile Payment
OR_1523,207.19,57.97,6,Category C,Mobile Payment
OR_3354,419.93,204.12,6,Category B,Mobile Payment
OR_1639,322.26,127.16,6,Category C,COD
OR_7482,136.57,41.12,5,Category C,Card
OR_4693,125.61,56.26,4,Category B,EMI
OR_8080,360.05,175.05,10,Category A,Card
OR_1311,351.44,151.92,9,Category C,Card
OR_3893,246.4,120.48,6,Category C,Mobile Payment
OR_7525,351.03,149.11,7,Category B,Mobile Payment
OR_9193,110.27,17.76,7,Category A,Mobile Payment
OR_1555,401.11,168.67,6,Category B,COD
OR_5412,270.6,126.24,2,Category B,Mobile Payment
OR_5276,462.73,167.48,1,Category C,EMI
OR_9717,435.28,147.73,3,Category C,Mobile Payment
OR_338,205.08,70.82,3,Category A,Checks
OR_781,145.38,18.11,9,Category B,EMI
OR_3902,458.68,215.86,8,Category B,EMI
OR_8158,134.93,61.25,7,Category C,Card
OR_7461,342.47,40.31,4,Category B,COD
OR_9604,423.88,125.56,3,Category C,COD
OR_8868,93.4,28.79,7,Category A,Card
OR_4583,424.1,81.96,10,Category B,Mobile Payment
OR_2527,92.3,10.7,7,Category B,Mobile Payment
OR_5428,167.75,77.4,10,Category C,COD
OR_2170,483.93,57.69,8,Category B,Card
OR_6169,102.41,14.62,7,Category C,COD
OR_7973,43.71,9.36,5,Category B,Card
OR_9613,317.89,41.15,8,Category C,Mobile Payment
OR_2465,247.08,42.24,9,Category B,Card
OR_4153,104.63,34.62,8,Category A,EMI
OR_2774,296.68,63.72,10,Category B,Checks
OR_4795,415.44,198.99,10,Category B,Card
OR_9084,149.76,16.57,4,Category C,EMI
OR_3047,156.13,43.8,4,Category B,Card
OR_9581,327.85,152.47,2,Category B,EMI
OR_2369,349.56,143.47,9,Category B,COD
OR_6689,347.99,143.85,8,Category C,Mobile Payment
OR_4733,177.49,87.68,7,Category C,Card
OR_4721,347.39,86.01,10,Category B,Card
OR_5166,187.86,87.09,8,Category B,EMI
OR_1437,215.65,36.89,4,Category A,Checks
OR_6381,151.23,28.77,9,Category B,Checks
OR_7931,374.01,144.35,3,Category B,Checks
OR_8125,361.11,93.97,1,Category C,EMI
OR_9198,198.5,87.66,2,Category B,Mobile Payment
OR_5752,499.33,188.05,2,Category C,Mobile Payment
OR_2038,226.38,76.85,2,Category B,COD
OR_5451,483.24,144.25,7,Category A,Mobile Payment
OR_6728,197.29,52.97,10,Category A,Mobile Payment
OR_210,245.64,66.11,3,Category B,EMI
OR_2945,102.34,46.36,2,Category C,EMI
OR_5922,225.9,68.58,7,Category A,Mobile Payment
OR_8742,379.38,45.47,5,Category A,Checks
OR_4322,40.16,4.78,1,Category A,Checks
OR_3345,414.87,187.91,3,Category A,Checks
OR_614,125.73,62.22,8,Category B,Card
OR_5444,478.59,175.58,1,Category C,Card
OR_6237,476.39,84.12,7,Category A,COD
OR_3311,448.95,54.21,7,Category B,Card
OR_5029,66.35,23.51,7,Category A,Checks
OR_7928,456.31,181.81,9,Category A,Mobile Payment
OR_472,360.4,91.16,5,Category A,COD
OR_5034,378.94,154.13,7,Category C,Checks
OR_148,177.72,78.34,9,Category C,COD
OR_2927,208.26,70.23,7,Category C,EMI
OR_8921,300.25,111.33,3,Category A,EMI
OR_3358,124.41,59.18,9,Category A,EMI
OR_8484,242.25,29.79,2,Category B,Card
OR_8895,130.23,28.42,6,Category C,Card
OR_8133,107.08,51.78,10,Category B,COD
OR_7854,362.51,178.21,7,Category B,Card
OR_6388,439.37,177.09,2,Category B,EMI
OR_7337,295.15,61.25,10,Category C,EMI
OR_8917,152.9,71.11,9,Category B,Card
OR_3845,334.41,54.95,7,Category C,EMI
OR_5405,274.55,99.41,10,Category C,COD
OR_2130,351.29,169.47,3,Category A,Checks
OR_1124,361.25,72.71,10,Category C,Card
OR_8406,407.19,66.81,8,Category C,EMI
OR_4687,92.3,10.91,1,Category A,Checks
OR_5242,448.63,198.92,1,Category B,Checks
OR_8678,70.03,24.93,7,Category C,EMI
OR_1447,243.29,56.0,3,Category A,Card
OR_1395,388.12,128.09,9,Category A,COD
OR_3428,140.22,58.89,7,Category A,EMI
OR_7260,295.27,57.14,8,Category A,Mobile Payment
OR_5610,281.73,90.47,7,Category A,Card
OR_2250,314.73,124.47,2,Category B,Card
OR_1169,358.2,67.73,6,Category B,EMI
OR_2505,484.53,59.88,8,Category B,Mobile Payment
OR_3207,65.32,11.49,1,Category C,Card
OR_428,450.73,214.57,7,Category A,Card
OR_3605,281.43,81.78,8,Category A,EMI
OR_7915,173.22,20.42,3,Category C,COD
OR_1660,336.4,98.85,9,Category C,EMI
OR_100,18.6,6.06,4,Category A,EMI
OR_9746,67.94,23.2,1,Category C,Mobile Payment
OR_3906,209.54,79.72,10,Category B,EMI
OR_9073,454.09,166.51,7,Category C,Checks
OR_1707,101.86,20.1,6,Category C,EMI
OR_7019,319.17,64.4,6,Category C,COD
OR_8126,209.75,91.28,6,Category A,Mobile Payment
OR_3594,244.59,95.11,6,Category A,Mobile Payment
OR_5915,163.53,27.64,7,Category C,Mobile Payment
OR_6391,409.18,192.18,2,Category A,COD
OR_987,201.34,62.69,3,Category B,Card
OR_7273,357.21,130.2,7,Category C,COD
OR_8314,306.72,135.16,7,Category C,Mobile Payment
OR_4678,201.95,71.48,6,Category A,EMI
OR_120,302.48,77.16,8,Category A,COD
OR_3187,40.66,13.09,3,Category A,Checks
OR_7615,361.78,92.29,3,Category C,Checks
OR_6007,31.16,10.55,7,Category B,Checks
OR_3488,230.94,89.33,4,Category B,Checks
OR_7378,139.3,22.98,7,Category C,EMI
OR_8935,348.79,111.39,8,Category B,EMI
OR_2502,120.35,21.88,8,Category C,Checks
OR_1622,397.09,84.12,8,Category A,Checks
OR_2436,294.5,141.34,6,Category C,COD
OR_1616,69.26,17.75,8,Category C,Mobile Payment
OR_8123,429.08,188.08,7,Category C,Card
OR_6068,160.31,77.23,2,Category B,COD
OR_2932,148.19,21.9,6,Category B,EMI
OR_7645,470.15,169.39,9,Category B,Checks
OR_1642,34.44,6.55,8,Category A,COD
OR_1779,313.52,106.8,1,Category C,Card
OR_9134,109.73,40.03,6,Category C,COD
OR_4852,347.3,52.75,3,Category C,EMI
OR_1949,414.26,61.29,2,Category A,EMI
OR_955,341.08,108.55,5,Category B,COD
OR_4767,263.08,56.66,7,Category B,Mobile Payment
OR_3995,47.3,11.09,7,Category C,EMI
OR_3348,163.28,36.22,9,Category A,Mobile Payment
OR_1462,142.74,22.23,9,Category B,Card
OR_7323,47.97,17.38,2,Category B,EMI
OR_6179,365.65,56.11,1,Category B,EMI
OR_4301,200.54,89.26,1,Category C,Card
OR_3447,203.27,82.16,2,Category C,Checks
OR_9414,295.27,143.7,1,Category C,EMI
OR_7387,315.6,69.81,1,Category B,Card
OR_9682,92.98,44.31,4,Category B,Mobile Payment
OR_8121,131.62,19.98,5,Category A,Card
OR_5508,390.39,101.21,9,Category A,Checks
OR_5128,255.33,125.82,9,Category C,Checks
OR_3190,459.3,132.36,8,Category A,EMI
OR_4058,480.75,95.94,2,Category C,Mobile Payment
OR_1931,480.1,212.54,1,Category B,Mobile Payment
OR_2052,216.19,58.0,9,Category A,Mobile Payment
OR_1781,137.58,18.89,7,Category B,EMI
OR_6029,213.41,94.19,6,Category C,Mobile Payment
OR_8036,412.09,95.12,6,Category B,Mobile Payment
OR_6750,102.2,13.04,8,Category B,Checks
OR_5047,87.75,16.16,9,Category A,COD
OR_3999,63.71,14.0,4,Category A,COD
OR_1708,77.67,31.5,9,Category C,Mobile Payment
OR_4701,153.87,37.38,5,Category C,EMI
OR_506,100.66,32.22,8,Category B,Card
OR_3671,324.14,42.72,6,Category B,Checks
OR_241,360.59,137.36,4,Category C,EMI
OR_8647,432.03,168.91,1,Category B,EMI
OR_8544,384.75,92.01,9,Category C,EMI
OR_6598,226.82,96.74,7,Category C,Checks
OR_2640,326.36,70.83,9,Category C,Checks
OR_1328,489.81,52.31,4,Category B,COD
OR_3260,297.87,131.21,4,Category B,COD
OR_9284,347.9,46.12,6,Category C,COD
OR_2413,256.13,63.39,9,Category B,Mobile Payment
OR_1404,14.66,6.49,6,Category A,EMI
OR_7304,424.05,162.75,3,Category B,COD
OR_6584,264.32,64.64,7,Category A,Mobile Payment
OR_5443,251.87,73.1,10,Category C,Checks
OR_8713,219.68,29.31,6,Category C,Checks
OR_849,207.38,36.73,4,Category C,Card
OR_8183,207.42,45.58,7,Category B,EMI
OR_8775,101.73,25.06,4,Category C,Checks
OR_2375,288.52,89.37,7,Category B,Checks
OR_9064,147.63,56.13,9,Category A,Checks
OR_7365,266.02,99.1,3,Category C,EMI
OR_5116,326.03,129.87,5,Category B,Mobile Payment
OR_2511,28.91,12.45,5,Category C,Mobile Payment
OR_3815,215.38,89.98,7,Category A,EMI
OR_6797,155.55,62.27,7,Category B,Checks
OR_822,282.17,137.04,7,Category C,COD
OR_6625,454.06,219.82,6,Category B,Card
OR_7380,463.24,145.45,5,Category C,Checks
OR_1936,354.11,141.34,9,Category C,EMI
OR_5270,407.64,147.03,8,Category B,EMI
OR_4234,299.49,78.73,3,Category A,Mobile Payment
OR_9525,435.49,198.95,10,Category A,Checks
OR_8903,108.63,52.24,6,Category C,Mobile Payment
OR_1700,417.03,167.78,7,Category A,Checks
OR_7420,177.3,29.66,6,Category B,EMI
OR_8457,417.26,152.79,4,Category A,EMI
OR_6569,498.5,84.38,10,Category B,Mobile Payment
OR_8083,426.04,93.72,10,Category C,Mobile Payment
OR_8067,431.96,70.37,9,Category C,COD
OR_8950,55.88,22.3,9,Category B,EMI
OR_5402,283.39,28.62,5,Category C,Card
OR_5996,192.52,73.95,10,Category B,Card
OR_2047,139.08,64.5,10,Category C,EMI
OR_6282,447.72,123.94,10,Category C,Card
OR_1885,211.39,88.46,6,Category C,Checks
OR_6638,498.66,170.01,3,Category C,Card
OR_3539,227.54,26.88,6,Category B,Mobile Payment
OR_3282,253.58,78.89,2,Category B,Mobile Payment
OR_7062,263.29,36.99,2,Category A,EMI
OR_7118,323.07,49.05,9,Category C,EMI
OR_3636,326.56,84.12,5,Category B,Checks
OR_2952,423.47,79.13,8,Category C,Mobile Payment
OR_2629,170.94,44.14,1,Category B,EMI
OR_5031,245.2,45.59,8,Category C,COD
OR_6251,199.93,98.87,4,Category B,COD
OR_7701,436.01,192.84,1,Category A,EMI
OR_9200,330.0,55.77,6,Category A,COD
OR_6134,71.1,28.33,2,Category A,EMI
OR_6978,491.69,206.95,7,Category A,Card
OR_7968,474.1,93.64,4,Category A,COD
OR_1041,180.94,62.35,4,Category C,Mobile Payment
OR_4714,211.83,37.16,7,Category C,EMI
OR_334,271.57,94.77,7,Category A,Card
OR_4623,407.28,191.25,3,Category C,Card
OR_4539,213.82,61.82,2,Category A,Checks
OR_8600,258.92,115.42,9,Category C,COD
OR_6043,68.53,17.92,2,Category C,Checks
OR_9073,23.48,7.91,1,Category C,Card
OR_6201,315.84,48.36,10,Category C,EMI
OR_398,355.95,111.49,7,Category C,Card
OR_1099,368.22,179.19,8,Category C,Checks
OR_7209,340.81,124.45,7,Category B,Card
OR_3049,343.22,133.85,2,Category B,Checks
OR_2760,141.1,27.15,2,Category A,EMI
OR_2942,13.73,1.96,2,Category A,Card
OR_4767,339.83,85.75,6,Category B,Mobile Payment
OR_3987,116.88,40.44,3,Category C,Mobile Payment
OR_4613,101.75,19.35,8,Category C,EMI
OR_5494,285.36,91.73,8,Category C,EMI
OR_5693,477.51,190.93,1,Category B,COD
OR_4213,432.4,142.42,4,Category C,Checks
OR_9223,201.07,38.69,4,Category C,EMI
OR_7343,357.56,165.1,2,Category B,COD
OR_308,347.26,59.67,6,Category B,COD
OR_8016,338.19,49.4,7,Category B,Mobile Payment
OR_1322,187.91,67.51,4,Category C,Checks
OR_8283,286.34,142.16,8,Category C,Mobile Payment
OR_4803,192.04,85.03,10,Category C,Mobile Payment
OR_1011,187.88,74.65,6,Category C,EMI
OR_7517,244.11,85.5,2,Category A,Checks
OR_8337,382.83,135.66,3,Category C,Checks
OR_4894,374.88,167.43,7,Category A,EMI
OR_6106,465.04,144.26,10,Category C,EMI
OR_6340,481.93,102.33,6,Category A,Card
OR_3181,340.56,61.3,5,Category B,COD
OR_2203,68.77,27.42,1,Category C,Card
OR_7769,366.67,140.71,9,Category C,EMI
OR_9604,496.93,53.75,8,Category A,Card
OR_4211,329.2,113.78,6,Category C,Checks
OR_4925,337.57,55.57,7,Category A,Mobile Payment
OR_5070,414.86,116.71,9,Category A,Checks
OR_7250,449.2,136.67,9,Category C,COD
OR_925,299.08,57.69,10,Category A,Mobile Payment
OR_5239,198.36,95.36,2,Category B,Checks
OR_8026,340.38,39.45,3,Category B,Mobile Payment
OR_4219,237.41,31.62,2,Category B,COD
OR_9738,439.87,213.47,2,Category B,Checks
OR_7761,352.77,163.01,5,Category C,Mobile Payment
OR_7044,347.57,66.15,9,Category C,Checks
OR_4049,323.4,110.43,2,Category B,COD
OR_2865,17.05,4.58,1,Category A,EMI
OR_8448,25.03,12.44,9,Category A,COD
OR_3800,89.95,33.49,6,Category B,EMI
OR_6239,141.61,32.93,8,Category B,Card
OR_683,386.77,73.35,8,Category C,Mobile Payment
OR_3574,28.1,5.54,9,Category C,Card
OR_4279,364.4,163.14,5,Category A,COD
OR_5193,195.98,20.25,8,Category B,EMI
OR_4265,391.27,94.12,9,Category B,COD
OR_4268,461.29,227.77,9,Category C,Mobile Payment
OR_915,118.44,50.73,7,Category A,Card
OR_1830,181.35,75.33,2,Category C,Mobile Payment
OR_741,214.89,60.82,5,Category C,COD
OR_3245,158.25,34.0,5,Category C,Checks
OR_7888,128.96,13.57,9,Category A,Checks
OR_3916,292.36,84.79,10,Category B,COD
OR_2665,123.74,46.99,10,Category B,COD
OR_7007,244.54,111.99,7,Category B,Mobile Payment
OR_3336,253.96,44.98,6,Category C,Mobile Payment
OR_7964,278.34,115.89,1,Category B,EMI
OR_1334,199.35,31.41,8,Category B,EMI
OR_2465,417.86,171.5,4,Category A,Checks
OR_4042,492.49,231.99,6,Category B,Mobile Payment
OR_6238,128.18,51.92,4,Category C,Mobile Payment
OR_4672,322.51,133.04,4,Category A,EMI
OR_8786,262.0,106.51,3,Category C,Card
OR_2971,229.34,73.55,2,Category A,COD
OR_4708,183.04,73.98,8,Category C,Checks
OR_9107,468.62,99.91,6,Category C,Checks
OR_3484,248.75,39.12,9,Category C,COD
OR_1245,202.24,56.78,1,Category B,COD
OR_9593,426.41,81.11,3,Category A,Card
OR_8561,253.55,52.32,4,Category A,EMI
OR_7407,118.44,13.77,3,Category C,EMI
OR_5897,146.16,30.47,3,Category C,Checks
OR_2374,348.39,75.07,7,Category B,COD
OR_3427,58.2,14.28,7,Category A,Card
OR_567,419.82,161.94,9,Category C,Mobile Payment
OR_3326,461.9,109.55,5,Category B,EMI
OR_2895,77.06,20.54,3,Category C,EMI
OR_4913,239.42,58.32,5,Category A,Checks
OR_151,366.14,151.95,5,Category C,COD
OR_2363,304.42,104.73,8,Category B,Checks
OR_6905,325.24,121.92,1,Category C,EMI
OR_7330,267.17,127.27,4,Category C,EMI
OR_7378,202.11,51.81,5,Category A,Card
OR_6911,89.56,31.08,8,Category B,Checks
