department_id,department_name,location,allocated_budget
D_7536,Production,store,371926.38
D_7537,Marketing,store,372068.94
D_7538,Administration,office,157383.48
D_7539,Finance,store,189815.98
D_7540,Marketing,store,397729.61
D_7541,Designing department,store,123899.77
D_7542,IT,store,210836.2
D_7543,Production,office,404702.68
D_7544,Purchasing,store,123742.09
D_7545,Sales,store,136698.28
D_7546,Marketing,store,474915.11
D_7547,Sales representatives,store,344668.87
D_7548,Sales,store,446436.18
D_7549,Accounting,store,232945.01
D_7550,Purchasing,store,32342.35
D_7551,Marketing,office,395760.73
D_7552,Finance,office,376770.25
D_7553,Administration,office,491854.05
D_7554,Accounting,store,16888.67
D_7555,Accounting,office,432580.58
D_7556,Marketing,store,387455.38
D_7557,Finance,store,62534.61
D_7558,Sales,office,183433.13
D_7559,Designing department,store,336847.17
D_7560,Designing department,office,235459.33
D_7561,Designing department,store,129174.52
D_7562,Designing department,office,433753.81
D_7563,Human Resources,office,17832.72
D_7564,Designing department,office,266284.28
D_7565,Marketing,office,225394.4
D_7566,Sales,office,411523.32
D_7567,Finance,store,282824.42
D_7568,Accounting,office,251703.86
D_7569,Accounting,office,73079.07
D_7570,IT,office,263369.17
D_7571,Production,office,224180.24
D_7572,Accounting,office,178155.21
D_7573,Sales,store,418854.1
D_7574,Sales representatives,store,462462.63
D_7575,Account department,store,89755.18
D_7576,Human Resources,store,324614.13
D_7577,Accounting,store,438735.22
D_7578,Accounting,store,123889.96
D_7579,Administration,store,153969.76
D_7580,Finance,store,452956.8
D_7581,Sales,store,42616.96
D_7582,Human Resources,store,472363.89
D_7583,Sales representatives,store,135532.23
D_7584,Human Resources,office,218982.52
D_7585,IT,store,197394.11
D_7586,Production,office,210874.19
D_7587,Accounting,office,168698.4
D_7588,Designing department,office,411025.48
D_7589,Production,office,425524.51
D_7590,Human Resources,store,11196.29
D_7591,Accounting,store,408939.36
D_7592,Marketing,office,42201.08
D_7593,Administration,office,28570.51
D_7594,Human Resources,store,256475.05
D_7595,Purchasing,store,34778.57
D_7596,Purchasing,office,47069.76
D_7597,Administration,office,436759.72
D_7598,Production,office,461740.69
D_7599,Production,store,233583.09
D_7600,Account department,office,13551.34
D_7601,Human Resources,office,409866.05
D_7602,Human Resources,office,194591.13
D_7603,Human Resources,office,452696.6
D_7604,Marketing,office,429725.66
D_7605,Account department,office,138889.35
D_7606,Sales,store,287671.63
D_7607,Account department,store,291365.04
D_7608,Sales representatives,store,70183.9
D_7609,Account department,office,262631.86
D_7610,Designing department,store,144878.79
D_7611,Designing department,store,302102.48
D_7612,Purchasing,office,340720.34
D_7613,Production,office,318185.07
D_7614,Production,store,309854.09
D_7615,IT,office,183708.81
D_7616,IT,office,443062.22
D_7617,Human Resources,store,281288.75
D_7618,Account department,office,14225.58
D_7619,Finance,office,107236.43
D_7620,Finance,store,69090.78
D_7621,Designing department,store,162927.07
D_7622,Sales representatives,store,251819.28
D_7623,Human Resources,office,45837.79
D_7624,Account department,store,457529.57
D_7625,Administration,store,397340.3
D_7626,Human Resources,store,231811.22
D_7627,Purchasing,office,249613.51
D_7628,Administration,office,139961.24
D_7629,Finance,store,397532.7
D_7630,Account department,office,458462.82
D_7631,Sales representatives,office,167788.27
D_7632,Administration,store,141976.9
D_7633,IT,office,157771.81
D_7634,Accounting,store,17284.65
D_7635,Purchasing,office,273896.87
D_7636,Sales,store,485685.77
D_7637,Finance,store,54443.04
D_7638,Human Resources,office,450568.3
D_7639,Production,store,344285.28
D_7640,Marketing,store,25903.29
D_7641,Sales,office,334066.55
D_7642,Marketing,store,234264.34
D_7643,Production,office,145396.84
D_7644,Marketing,store,402782.58
D_7645,IT,store,304496.05
D_7646,Accounting,office,78517.76
D_7647,Finance,store,298545.82
D_7648,Finance,office,89911.72
D_7649,Account department,office,49003.58
D_7650,Human Resources,office,419106.31
D_7651,IT,office,232458.88
D_7652,Human Resources,store,142535.71
D_7653,IT,store,136436.7
D_7654,Marketing,store,423934.13
D_7655,Finance,store,141702.03
D_7656,Sales,office,124655.65
D_7657,Finance,office,340254.15
D_7658,Purchasing,office,112765.06
D_7659,Purchasing,office,91536.78
D_7660,Human Resources,store,406478.72
D_7661,Sales,office,234556.89
D_7662,Account department,office,301605.84
D_7663,Marketing,office,25249.24
D_7664,Marketing,office,434939.87
D_7665,Production,store,174284.09
D_7666,Sales,store,85373.85
D_7667,Accounting,office,228824.63
D_7668,Sales,store,267006.66
D_7669,Sales representatives,store,59002.29
D_7670,Marketing,office,144470.95
D_7671,Accounting,store,231137.07
D_7672,Accounting,store,489412.08
D_7673,Account department,store,354431.76
D_7674,Finance,store,427677.76
D_7675,Administration,store,16382.84
D_7676,Sales,store,332003.39
D_7677,Sales representatives,office,60390.22
D_7678,Designing department,store,83543.26
D_7679,Production,store,72891.26
D_7680,Account department,store,387454.25
D_7681,Marketing,office,453234.06
D_7682,Sales,store,473264.25
D_7683,Human Resources,office,54270.51
D_7684,Account department,store,85546.9
D_7685,Production,office,352143.87
D_7686,Sales,store,414653.95
D_7687,Human Resources,office,440894.54
D_7688,Human Resources,office,153953.51
D_7689,Marketing,office,342072.6
D_7690,Accounting,office,347388.17
D_7691,Administration,store,198314.42
D_7692,Marketing,store,23587.61
D_7693,Marketing,office,142213.52
D_7694,Accounting,store,157482.91
D_7695,Purchasing,store,207771.09
D_7696,Sales representatives,store,267750.18
D_7697,Sales representatives,store,354749.36
D_7698,Marketing,office,374868.57
D_7699,Account department,office,186499.52
D_7700,Finance,office,189676.69
D_7701,Sales representatives,office,107493.61
D_7702,Marketing,office,497109.99
D_7703,IT,office,277313.98
D_7704,IT,store,79741.21
D_7705,Finance,store,278686.24
D_7706,Administration,store,364611.62
D_7707,Accounting,store,476685.19
D_7708,Sales,office,485925.87
D_7709,Sales representatives,store,355738.98
D_7710,Human Resources,store,462456.06
D_7711,Human Resources,office,42348.68
D_7712,IT,office,44077.58
D_7713,Sales,office,58599.41
D_7714,IT,store,422153
D_7715,Account department,store,299387.45
D_7716,Accounting,office,106581.76
D_7717,Marketing,store,297086.46
D_7718,Account department,office,427110.99
D_7719,Sales representatives,store,19428.54
D_7720,Accounting,office,346222.37
D_7721,Sales,office,360230.27
D_7722,Sales representatives,office,426717.2
D_7723,Account department,store,188345.24
D_7724,Purchasing,office,153248.41
D_7725,Designing department,office,344584.18
D_7726,Sales,office,487983.77
D_7727,Designing department,store,21923.79
D_7728,Accounting,office,263167.29
D_7729,IT,store,316011.17
D_7730,Marketing,store,289864.61
D_7731,Sales,office,434733.58
D_7732,Production,store,45405.7
D_7733,Production,store,296540.46
D_7734,Purchasing,store,490583.51
D_7735,Production,store,101716.31
D_7736,Human Resources,store,419009.98
D_7737,IT,store,105071.35
D_7738,Finance,office,51161.96
D_7739,Accounting,store,355397.07
D_7740,IT,store,313660.61
D_7741,Accounting,store,351237.56
D_7742,IT,store,285729.05
D_7743,Account department,store,92471.94
D_7744,IT,office,281830.72
D_7745,Finance,office,231392.22
D_7746,Account department,store,164194.38
D_7747,IT,store,127162.54
D_7748,Production,office,436498.34
D_7749,Administration,store,243079.23
D_7750,Sales representatives,office,440195.89
D_7751,Finance,office,183550.52
D_7752,Designing department,office,42962.93
D_7753,Human Resources,office,266141.24
D_7754,Designing department,store,480940.74
D_7755,Sales representatives,store,437054.48
D_7756,Sales representatives,store,243681.92
D_7757,Production,store,480732.39
D_7758,Purchasing,office,38862.57
D_7759,Accounting,office,177338.28
D_7760,Sales representatives,store,308045.88
D_7761,Sales representatives,store,29894.92
D_7762,Finance,office,213146.22
D_7763,Accounting,office,188522.67
D_7764,IT,office,81841.81
D_7765,Sales representatives,store,80098.71
D_7766,Finance,store,304425.64
D_7767,Human Resources,store,300726.3
D_7768,IT,office,286355.84
D_7769,Administration,office,133709.12
D_7770,IT,store,131881.85
D_7771,Designing department,office,226832.45
D_7772,Production,store,206314.38
D_7773,Accounting,office,58774.08
D_7774,Marketing,office,347912.41
D_7775,Purchasing,office,447207.61
D_7776,Purchasing,office,216841.98
D_7777,Human Resources,office,402374.23
D_7778,Designing department,office,418980.69
D_7779,Production,office,195561.85
D_7780,Administration,store,396343.41
D_7781,Designing department,office,232660.25
D_7782,Sales representatives,store,448786.69
D_7783,Administration,store,490150.53
D_7784,Designing department,store,95364.63
D_7785,Purchasing,store,175845.63
D_7786,Sales,store,435184.56
D_7787,Accounting,store,36380.81
D_7788,Accounting,office,60455.02
D_7789,Administration,store,288814.89
D_7790,Production,office,117429.31
D_7791,Account department,office,126916.31
D_7792,IT,store,157949.43
D_7793,Production,office,89829.05
D_7794,Sales representatives,store,11816.27
D_7795,Account department,store,17047.47
D_7796,Marketing,office,105515.16
D_7797,Purchasing,store,287431.58
D_7798,Marketing,store,447475.27
D_7799,Marketing,office,203467.83
D_7800,Designing department,office,393839.16
D_7801,Sales,office,225455.5
D_7802,Designing department,store,334230.79
D_7803,Designing department,store,200922.38
D_7804,Purchasing,store,132241.43
D_7805,Sales,store,416684.74
D_7806,Account department,store,138310.81
D_7807,Production,store,396425.14
D_7808,Account department,store,141535.35
D_7809,Designing department,store,65294.4
D_7810,Accounting,store,39705.47
D_7811,Designing department,office,204776.38
D_7812,Accounting,store,354807.63
D_7813,Production,office,488632.68
D_7814,Purchasing,office,71576.99
D_7815,Production,store,86225.34
D_7816,Designing department,store,226398.1
D_7817,Production,store,451953.9
D_7818,IT,store,481058.19
D_7819,Account department,store,302779.38
D_7820,Purchasing,office,42717.62
D_7821,Sales representatives,office,69610.97
D_7822,Sales,office,456442.55
D_7823,Accounting,office,457935.08
D_7824,Sales,store,198002.07
D_7825,Administration,office,410110.85
D_7826,Sales representatives,office,384474.19
D_7827,Account department,office,294241.4
D_7828,Production,store,98691.56
D_7829,Marketing,office,270539.58
D_7830,Human Resources,store,23315.8
D_7831,Administration,store,101167.65
D_7832,Account department,office,391145.41
D_7833,Sales representatives,store,209581.68
D_7834,Administration,office,80419.24
D_7835,Designing department,office,110558.11
D_7836,Sales representatives,office,495437.95
D_7837,Administration,office,293707.85
D_7838,Purchasing,store,192624
D_7839,Designing department,office,189822.71
D_7840,Administration,store,173096.06
D_7841,Administration,store,279849.74
D_7842,Human Resources,store,278009.93
D_7843,Finance,store,174902.95
D_7844,Finance,office,207386.34
D_7845,Designing department,store,378554.18
D_7846,Human Resources,office,321139.45
D_7847,Sales,office,309934.54
D_7848,Designing department,office,113128.6
D_7849,Purchasing,store,469253.64
D_7850,Sales,store,301991.5
D_7851,IT,office,151387.3
D_7852,Human Resources,store,446410.82
D_7853,Sales,office,237637.15
D_7854,Accounting,office,418268.63
D_7855,IT,store,230976.2
D_7856,Finance,store,64118.67
D_7857,Finance,office,303020.94
D_7858,Sales representatives,office,183226.94
D_7859,Account department,store,407472.93
D_7860,IT,office,108094.23
D_7861,Administration,store,44372.17
D_7862,IT,office,228548.59
D_7863,Purchasing,office,426341.58
D_7864,Human Resources,office,125438.36
D_7865,Purchasing,office,226542.99
D_7866,Purchasing,store,319265.51
D_7867,Sales,store,213895.51
D_7868,Accounting,store,445060.2
D_7869,Administration,office,191695.88
D_7870,Marketing,office,254494.1
D_7871,Administration,office,383339.21
D_7872,Sales representatives,office,373846.42
D_7873,Finance,store,376437.03
D_7874,Marketing,office,34530.77
D_7875,Purchasing,office,109814.58
D_7876,Designing department,store,183131.36
D_7877,Designing department,office,441265.23
D_7878,Finance,store,165663.38
D_7879,Accounting,office,240478.19
D_7880,Administration,office,221807.52
D_7881,Human Resources,office,360858.12
D_7882,Human Resources,store,229400.52
D_7883,Administration,office,46015.56
D_7884,IT,office,188652
D_7885,Production,store,335459.97
D_7886,Production,office,269568.01
D_7887,Marketing,office,308978.63
D_7888,Accounting,office,251727.93
D_7889,IT,office,156159.89
D_7890,Purchasing,office,137326.44
D_7891,Account department,office,466698.17
D_7892,Purchasing,office,73065.53
D_7893,IT,office,368548.49
D_7894,Marketing,office,46119.36
D_7895,Production,office,54327.33
D_7896,IT,store,280040.04
D_7897,Sales,office,363613.34
D_7898,Sales representatives,office,59651.49
D_7899,Account department,office,352991.2
D_7900,Sales,office,362763.71
D_7901,Purchasing,store,70404.51
D_7902,Sales,office,65599
D_7903,Marketing,store,334046.43
D_7904,Administration,office,302073.48
D_7905,Sales,store,372028.18
D_7906,Designing department,office,81127.35
D_7907,Human Resources,office,244661.07
D_7908,Accounting,office,383665.3
D_7909,Sales,store,375906.87
D_7910,Sales,store,443121.87
D_7911,Finance,office,348932.05
D_7912,Human Resources,store,383370.13
D_7913,Sales,store,419226.14
D_7914,Administration,store,465184.31
D_7915,Sales representatives,store,36766.14
D_7916,IT,store,402706.09
D_7917,Sales,store,280354.66
D_7918,Purchasing,office,143754.63
D_7919,Human Resources,store,78648.1
D_7920,Designing department,store,405374.71
D_7921,Account department,office,481151
D_7922,IT,store,205381.25
D_7923,Production,office,215524.85
D_7924,Marketing,store,378928.44
D_7925,Accounting,store,101736.31
D_7926,Production,store,420757.08
D_7927,Sales representatives,store,224124.98
D_7928,Designing department,office,122886.13
D_7929,Sales representatives,store,373844.87
D_7930,Marketing,store,97727.99
D_7931,IT,store,385972.31
D_7932,Purchasing,store,202429.17
D_7933,Sales representatives,office,360058.32
D_7934,IT,office,247791.2
D_7935,Marketing,office,387773.81
D_7936,Human Resources,store,483914.43
D_7937,Purchasing,store,234655.78
D_7938,Accounting,store,249682
D_7939,Production,office,470458.33
D_7940,Sales representatives,office,272825.8
D_7941,Marketing,store,103406.66
D_7942,Human Resources,store,237332.04
D_7943,Human Resources,office,402015.95
D_7944,Human Resources,store,204610.6
D_7945,Marketing,office,212799.25
D_7946,Human Resources,store,185010.32
D_7947,Human Resources,office,286194.37
D_7948,Finance,office,121518.85
D_7949,Purchasing,office,469766.88
D_7950,Designing department,store,366249.29
D_7951,Human Resources,office,163558.32
D_7952,Purchasing,store,10969.95
D_7953,Account department,store,420353.74
D_7954,Purchasing,store,181432.6
D_7955,Production,office,415025.09
D_7956,Sales representatives,office,449730.19
D_7957,Production,store,251879.51
D_7958,IT,store,92501.95
D_7959,Purchasing,store,126326.55
D_7960,Sales representatives,office,13227.88
D_7961,Finance,office,66079.9
D_7962,Finance,store,488630.25
D_7963,Designing department,store,486842.95
D_7964,Designing department,office,291764.88
D_7965,Marketing,store,487681.82
D_7966,Sales,store,372437.45
D_7967,Production,office,107902.39
D_7968,Account department,office,247737.96
D_7969,Administration,office,176891.15
D_7970,Administration,store,234637.52
D_7971,Marketing,store,107486.13
D_7972,Human Resources,office,289731.13
D_7973,Account department,office,292375.69
D_7974,Designing department,office,332489.99
D_7975,Human Resources,store,60264.02
D_7976,IT,store,48254.11
D_7977,Administration,office,340568.02
D_7978,Human Resources,store,98021.46
D_7979,Finance,office,340411
D_7980,Accounting,office,401016.03
D_7981,Sales,office,190953.93
D_7982,Production,store,450773.98
D_7983,Accounting,store,450128.72
D_7984,Administration,office,302992.12
D_7985,Human Resources,office,342753.6
D_7986,Marketing,office,450627.03
D_7987,Human Resources,store,181091.58
D_7988,IT,store,476145.06
D_7989,IT,office,272102.31
D_7990,Sales representatives,store,66890.62
D_7991,Marketing,office,199848.43
D_7992,Account department,store,329173.99
D_7993,Accounting,office,498314.84
D_7994,Designing department,store,468767.14
D_7995,Designing department,store,254030.52
D_7996,Designing department,store,497585.59
D_7997,Account department,office,105986.8
D_7998,Accounting,store,460367.67
D_7999,Administration,store,317111.57
D_8000,Human Resources,office,285063.16
D_8001,Finance,store,64087.4
D_8002,Sales,office,205923.19
D_8003,Purchasing,store,266277.85
D_8004,Sales representatives,office,190350.31
D_8005,Account department,office,33137.96
D_8006,Accounting,office,88805.57
D_8007,Administration,store,126296.44
D_8008,Production,office,165108.63
D_8009,Production,store,458237.79
D_8010,IT,store,184184.82
D_8011,Purchasing,store,167224.24
D_8012,Sales,store,221547.5
D_8013,Human Resources,store,211943.49
D_8014,Purchasing,office,71346.01
D_8015,Human Resources,office,72382.24
D_8016,Sales representatives,office,84439.97
D_8017,Human Resources,store,264535.09
D_8018,Sales representatives,store,142688.15
D_8019,Production,office,404398.43
D_8020,Human Resources,store,496610.29
D_8021,Administration,store,140434.74
D_8022,Marketing,store,385745.53
D_8023,Accounting,office,26714.42
D_8024,IT,store,103392.11
D_8025,Finance,store,379718.62
D_8026,Accounting,office,46938.54
D_8027,Marketing,store,242492.05
D_8028,Purchasing,store,486084.08
D_8029,IT,store,494492.61
D_8030,Account department,office,454892.23
D_8031,Purchasing,office,44405.1
D_8032,Purchasing,store,56675.45
D_8033,Purchasing,store,271891.32
D_8034,Accounting,store,205154.79
D_8035,Production,store,41637.96
D_8036,Administration,store,242637.8
D_8037,Marketing,office,334999.75
D_8038,Account department,store,186926.79
D_8039,Finance,office,249762.43
D_8040,Purchasing,office,244105.39
D_8041,Account department,office,199292.25
D_8042,Accounting,store,374059.95
D_8043,Human Resources,office,316465.6
D_8044,Accounting,office,295931.06
D_8045,Finance,store,187087.13
D_8046,IT,store,133964.42
D_8047,Accounting,office,283426.28
D_8048,Human Resources,office,76806.64
D_8049,Sales representatives,office,76867.59
D_8050,Finance,store,242728.15
D_8051,IT,office,457589.23
D_8052,Purchasing,office,160433.06
D_8053,Marketing,office,19965.47
D_8054,Production,store,307266
D_8055,Production,office,104018.65
D_8056,Administration,store,332947.82
D_8057,Finance,office,37186.13
D_8058,Purchasing,store,50909.95
D_8059,Marketing,store,70752.02
D_8060,IT,office,162872.14
D_8061,Human Resources,office,316401.24
D_8062,Production,store,110869.63
D_8063,Human Resources,store,219528.68
D_8064,Human Resources,store,373367.21
D_8065,Finance,store,387712.45
D_8066,Finance,store,115101.69
D_8067,Designing department,office,172301.34
D_8068,Administration,store,466466.91
D_8069,Human Resources,store,351071.24
D_8070,Accounting,store,107738.6
D_8071,Account department,store,283827.76
D_8072,Accounting,office,433408.01
D_8073,Marketing,store,447737.21
D_8074,Production,office,172682.93
D_8075,Sales,store,334558.69
D_8076,Designing department,store,198558.46
D_8077,Marketing,office,286644.15
D_8078,Sales,office,38356.4
D_8079,Production,store,232407.92
D_8080,Accounting,store,189090.44
D_8081,Production,office,259379.15
D_8082,Purchasing,store,80944.35
D_8083,Accounting,store,429470.34
D_8084,Sales,store,160608.4
D_8085,Account department,store,22761.22
D_8086,Finance,office,271755.79
D_8087,Sales representatives,store,189393.21
D_8088,Production,office,456156.22
D_8089,Sales,office,484577.47
D_8090,IT,office,253536.32
D_8091,IT,store,65094.78
D_8092,Marketing,store,225259.15
D_8093,Sales representatives,office,461198.97
D_8094,Administration,office,222230.82
D_8095,Designing department,office,61737.97
D_8096,Account department,office,368212.09
D_8097,Marketing,store,253987.6
D_8098,Sales representatives,office,463538.49
D_8099,IT,office,165988.15
D_8100,Sales representatives,store,393679.91
D_8101,Production,office,139750.68
D_8102,Sales,office,301528.22
D_8103,IT,office,114927.55
D_8104,Account department,store,307265.57
D_8105,IT,store,94301.58
D_8106,Account department,store,291904.8
D_8107,Accounting,office,362056.38
D_8108,Production,office,456302.58
D_8109,Human Resources,store,102522.6
D_8110,Marketing,office,350856.43
D_8111,Production,store,238557.41
D_8112,Production,store,464069.97
D_8113,Account department,office,383964.49
D_8114,Marketing,store,123818.5
D_8115,Designing department,store,40217.79
D_8116,Sales representatives,office,356039.71
D_8117,Sales,office,348896.42
D_8118,Purchasing,office,366174.65
D_8119,Purchasing,store,205625.84
D_8120,IT,store,138847.13
D_8121,Sales,store,27191.17
D_8122,Accounting,store,412931.67
D_8123,IT,office,274658.08
D_8124,Purchasing,store,444696.37
D_8125,Production,office,318547.07
D_8126,Accounting,office,79858.94
D_8127,Administration,store,159831.25
D_8128,Designing department,office,434011.33
D_8129,Accounting,office,116641.38
D_8130,Administration,store,78232.36
D_8131,Production,store,415918.98
D_8132,Sales,store,44593.93
D_8133,IT,store,428183.98
D_8134,IT,store,283794.35
D_8135,Accounting,store,39109.38
D_8136,Marketing,store,203003.67
D_8137,Finance,store,327059.53
D_8138,Accounting,store,358125.71
D_8139,Designing department,store,254072.84
D_8140,Designing department,office,437864.48
D_8141,Accounting,store,137825.31
D_8142,Sales representatives,store,474736.65
D_8143,Account department,store,333914.61
D_8144,Purchasing,store,392696.5
D_8145,Human Resources,store,429046.88
D_8146,Sales,store,37225.87
D_8147,Sales,office,45819.48
D_8148,Sales,store,496071.87
D_8149,Accounting,office,105339.05
D_8150,Designing department,office,203362.24
D_8151,IT,store,181439.33
D_8152,Account department,office,266853.31
D_8153,IT,store,278193.05
D_8154,IT,store,367734.67
D_8155,Finance,office,15657.12
D_8156,Sales representatives,office,105317.73
D_8157,IT,store,401936.06
D_8158,Sales,store,322255.29
D_8159,Marketing,office,50236.54
D_8160,Purchasing,store,122126.1
D_8161,Production,store,369357.84
D_8162,IT,office,219570.8
D_8163,Designing department,store,368291.78
D_8164,Marketing,office,140521.66
D_8165,Designing department,store,166841.61
D_8166,Finance,office,148245.99
D_8167,Finance,store,446225.12
D_8168,Human Resources,store,367571.65
D_8169,Purchasing,store,93161.88
D_8170,Purchasing,store,294776.39
D_8171,Account department,store,83838.01
D_8172,Purchasing,store,213340.39
D_8173,Purchasing,office,411535.03
D_8174,Designing department,office,24995.38
D_8175,Production,store,43515.89
D_8176,Designing department,office,445116.93
D_8177,Sales,store,355653.76
D_8178,Account department,store,132538.17
D_8179,Production,store,276676.4
D_8180,Finance,office,148335.34
D_8181,Production,office,86757.13
D_8182,Sales representatives,office,451900.18
D_8183,Administration,store,345114.95
D_8184,Finance,store,238339.51
D_8185,IT,office,499074.27
D_8186,Production,office,253320.1
D_8187,Account department,office,13120.56
D_8188,Administration,store,139818.78
D_8189,Administration,store,216001.03
D_8190,Finance,office,239627.21
D_8191,Designing department,store,244171.35
D_8192,Account department,store,351441.34
D_8193,Production,office,427798.13
D_8194,Purchasing,office,418559.98
D_8195,Production,store,311327.63
D_8196,Human Resources,store,10422.49
D_8197,Human Resources,store,143658.95
D_8198,Account department,store,58518.59
D_8199,Purchasing,store,431614.59
D_8200,Human Resources,office,210793.28
D_8201,Sales,office,145316.91
D_8202,Purchasing,store,417695.42
D_8203,Production,office,153406.74
D_8204,IT,store,206281.88
D_8205,Accounting,office,366698.73
D_8206,Account department,store,100736.22
D_8207,Account department,store,260130.73
D_8208,IT,office,253676.87
D_8209,Production,store,193662.53
D_8210,Marketing,office,107289.31
D_8211,Purchasing,store,301459.23
D_8212,Accounting,office,119879.79
D_8213,Accounting,office,40447.24
D_8214,Finance,store,143852.36
D_8215,Accounting,office,469409.3
D_8216,Sales representatives,store,376848.17
D_8217,Finance,office,405190.05
D_8218,Administration,store,299341.99
D_8219,Sales representatives,office,332827.68
D_8220,Production,office,449146.58
D_8221,Finance,office,386780.85
D_8222,Administration,office,155939.31
D_8223,Account department,store,25675.05
D_8224,Designing department,office,342272.91
D_8225,Human Resources,office,413907.39
D_8226,Finance,store,255255.43
D_8227,Purchasing,store,124761.39
D_8228,IT,office,355138.97
D_8229,Production,office,59501.09
D_8230,Account department,store,373192.44
D_8231,Marketing,office,131530.29
D_8232,Marketing,office,195094.68
D_8233,Account department,store,248196.03
D_8234,Finance,office,351258.33
D_8235,Sales,office,290558.34
D_8236,Accounting,store,72795.29
D_8237,Purchasing,store,91763.48
D_8238,Human Resources,office,496022.06
D_8239,Administration,store,233717.74
D_8240,Production,office,491845.66
D_8241,Finance,store,291535.24
D_8242,Purchasing,store,368802
D_8243,Production,office,316427.53
D_8244,Account department,office,61980.31
D_8245,Marketing,store,190388.54
D_8246,IT,store,14144.7
D_8247,Finance,store,369405.71
D_8248,Production,store,23668.11
D_8249,Human Resources,store,404412.5
D_8250,Purchasing,store,18414.65
D_8251,Sales,office,89579.72
D_8252,Finance,store,103167.79
D_8253,IT,office,213478.54
D_8254,Sales representatives,office,46903.35
D_8255,Sales representatives,store,318539.8
D_8256,Marketing,office,404656.42
D_8257,Accounting,office,67064.93
D_8258,Human Resources,store,120502.01
D_8259,Account department,store,163139.26
D_8260,Finance,store,10749.7
D_8261,Human Resources,office,321153.63
D_8262,Account department,office,360798.64
D_8263,Administration,store,296291.78
D_8264,Accounting,store,126900.46
D_8265,Accounting,store,59145.71
D_8266,Marketing,office,408448.47
D_8267,Purchasing,store,179504.99
D_8268,IT,office,227101.47
D_8269,Designing department,office,49737.45
D_8270,Sales representatives,office,458973.22
D_8271,Marketing,office,449087.6
D_8272,IT,store,263515.62
D_8273,Production,store,316364.43
D_8274,Accounting,store,412202.79
D_8275,IT,office,33636.01
D_8276,Finance,store,319104.3
D_8277,Human Resources,store,421955.22
D_8278,Human Resources,store,360885.34
D_8279,Finance,store,460646.08
D_8280,IT,office,346848.99
D_8281,Sales representatives,store,340877.07
D_8282,Sales representatives,office,325899.19
D_8283,Accounting,store,477668.48
D_8284,Administration,office,163684.58
D_8285,Finance,store,420689.92
D_8286,Finance,office,231398.35
D_8287,Accounting,office,138759.11
D_8288,Purchasing,office,130624.55
D_8289,Account department,store,207013.13
D_8290,Sales,store,140143.4
D_8291,Production,store,473659.98
D_8292,Sales,office,267645.42
D_8293,IT,office,486604.5
D_8294,Production,office,140311.81
D_8295,Account department,office,411282.36
D_8296,Sales,office,228486.51
D_8297,Administration,store,158408.39
D_8298,Sales,store,276735.46
D_8299,Account department,store,285384.85
D_8300,Human Resources,store,377317.6
D_8301,Administration,store,373172.87
D_8302,Account department,office,456031.68
D_8303,Sales,store,317101.47
D_8304,Account department,office,167613.67
D_8305,Administration,store,242402.46
D_8306,Production,office,287713.46
D_8307,Designing department,store,351579.68
D_8308,Account department,store,370197.76
D_8309,Finance,store,121154.25
D_8310,Administration,office,150490.57
D_8311,Designing department,store,83481.42
D_8312,Designing department,office,272842.85
D_8313,Finance,store,389688.91
D_8314,Marketing,store,54530.9
D_8315,Administration,store,96039.04
D_8316,Designing department,office,401710.3
D_8317,Sales representatives,store,471348.06
D_8318,Administration,store,406818.27
D_8319,IT,store,486472.15
D_8320,Accounting,office,160680.27
D_8321,IT,office,212184.21
D_8322,Sales,store,372768.46
D_8323,Sales representatives,office,339587.44
D_8324,Purchasing,store,333536.61
D_8325,Production,office,124385.44
D_8326,Accounting,store,78244.18
D_8327,Finance,office,47788.95
D_8328,Designing department,office,204315.25
D_8329,Production,store,20146.51
D_8330,Purchasing,store,69661.73
D_8331,Account department,office,347417.34
D_8332,Sales representatives,store,273305.81
D_8333,Sales representatives,store,410001.91
D_8334,Designing department,office,140110.54
D_8335,Purchasing,office,248190.18
D_8336,Production,office,59564.12
D_8337,IT,office,10745.76
D_8338,Sales,office,39617.75
D_8339,IT,office,437787.39
D_8340,Administration,office,374564.57
D_8341,Finance,office,221881.19
D_8342,Human Resources,office,46186.05
D_8343,Marketing,store,100032.83
D_8344,Sales representatives,store,440464.83
D_8345,Sales representatives,store,95498.16
D_8346,Sales,store,340086.83
D_8347,Marketing,store,406260.95
D_8348,Human Resources,office,393075.01
D_8349,Finance,office,208888.68
D_8350,Sales,store,281194.57
D_8351,Designing department,office,87029.6
D_8352,Purchasing,office,243759.47
D_8353,Marketing,office,355299.8
D_8354,Administration,office,377848.28
D_8355,Sales representatives,store,466923.53
D_8356,Finance,store,486290.06
D_8357,Finance,store,232862.51
D_8358,Sales representatives,office,202556.13
D_8359,Human Resources,store,476367.53
D_8360,Administration,office,184332.42
D_8361,Sales,store,65563.77
D_8362,Production,office,102835.94
D_8363,Finance,office,143683.95
D_8364,Administration,store,191982
D_8365,Sales representatives,office,283204.28
D_8366,Purchasing,office,32843.76
D_8367,IT,store,389500.1
D_8368,IT,store,364608.5
D_8369,Production,store,23545.47
D_8370,IT,store,428774.68
D_8371,Sales,store,103320.36
D_8372,Marketing,store,286128.74
D_8373,Human Resources,office,282417.27
D_8374,Sales,office,103401.55
D_8375,Designing department,office,29420.11
D_8376,Sales representatives,store,157948.24
